----𝑘|𝑛=𝑘·𝑛ⱼ·𝑛ᵢ |-----tⱼᵢ------|--------tₜₒₜₐₗ---------|------data e hora (utc)-------|ƒₙ(1/𝑒ᵉ) → 1/𝑒 ≈ 0.36787944117144

-----|----------|------|-------|---------|-------------|1447463153|2015/11/14 01:05:53|
  650| 325000000|  23.8|00:23.8|  15855.5|00 04:24:15.5|1447479008|2015/11/14 05:30:08|0.36792942784144327459627007058217929191344503804061
  651| 325500000|  23.8|00:23.8|  15879.2|00 04:24:39.2|1447479032|2015/11/14 05:30:32|0.36792938943316664056486665571169564697853578397942
  652| 326000000|  23.8|00:23.8|  15903.0|00 04:25:03.0|1447479056|2015/11/14 05:30:56|0.36792935111328851669064171106801710368752186795781
  653| 326500000|  23.7|00:23.7|  15926.8|00 04:25:26.8|1447479079|2015/11/14 05:31:19|0.36792931288147033486325263957445733619899478902119
  654| 327000000|  23.8|00:23.8|  15950.5|00 04:25:50.5|1447479103|2015/11/14 05:31:43|0.3679292747373753396028512266753475338327382209997
  655| 327500000|  23.8|00:23.8|  15974.3|00 04:26:14.3|1447479127|2015/11/14 05:32:07|0.36792923668066857560196484946400121266628084914255
  656| 328000000|  23.8|00:23.8|  15998.1|00 04:26:38.1|1447479151|2015/11/14 05:32:31|0.36792919871101687537186956280649214377377268426885
  657| 328500000|  23.8|00:23.8|  16021.8|00 04:27:01.8|1447479174|2015/11/14 05:32:54|0.36792916082808884699242087064258372359311381367263
  658| 329000000|  23.8|00:23.8|  16045.6|00 04:27:25.6|1447479198|2015/11/14 05:33:18|0.36792912303155486196431978316184695238174136509558
  659| 329500000|  23.8|00:23.8|  16069.4|00 04:27:49.4|1447479222|2015/11/14 05:33:42|0.36792908532108704316280340090653020004120226014092
  660| 330000000|  23.8|00:23.8|  16093.2|00 04:28:13.1|1447479246|2015/11/14 05:34:06|0.36792904769635925289176075723417758463512505672258
  661| 330500000|  23.8|00:23.8|  16116.9|00 04:28:36.9|1447479269|2015/11/14 05:34:29|0.36792901015704708103728599313859564283601075070575
  662| 331000000|  23.8|00:23.8|  16140.7|00 04:29:00.7|1447479293|2015/11/14 05:34:53|0.36792897270282783331969213529958781795198432765475
  663| 331500000|  23.8|00:23.8|  16164.4|00 04:29:24.4|1447479317|2015/11/14 05:35:17|0.36792893533338051964301980149834080580101770746175
  664| 332000000|  23.8|00:23.8|  16188.2|00 04:29:48.2|1447479341|2015/11/14 05:35:41|0.36792889804838584254108606925184604927958836967561
  665| 332500000|  23.7|00:23.7|  16211.9|00 04:30:11.9|1447479364|2015/11/14 05:36:04|0.36792886084752618571912951570919766636452098848603
  666| 333000000|  23.4|00:23.4|  16235.3|00 04:30:35.3|1447479388|2015/11/14 05:36:28|0.36792882373048560269011807150604359657319327016918
  667| 333500000|  23.8|00:23.8|  16259.1|00 04:30:59.1|1447479412|2015/11/14 05:36:52|0.36792878669694980550479683035054357846139276497369
  668| 334000000|  23.7|00:23.7|  16282.9|00 04:31:22.8|1447479435|2015/11/14 05:37:15|0.36792874974660615357456332154375460475943867073967
  669| 334500000|  23.8|00:23.8|  16306.6|00 04:31:46.6|1447479459|2015/11/14 05:37:39|0.36792871287914364258626798631798558673373332626272
  670| 335000000|  23.8|00:23.8|  16330.4|00 04:32:10.4|1447479483|2015/11/14 05:38:03|0.36792867609425289350804770267713692197273590532323
  671| 335500000|  23.8|00:23.8|  16354.2|00 04:32:34.1|1447479507|2015/11/14 05:38:27|0.36792863939162614168531017918291163466816319365117
  672| 336000000|  23.8|00:23.8|  16377.9|00 04:32:57.9|1447479530|2015/11/14 05:38:50|0.36792860277095722602599688766084301672553503675255
  673| 336500000|  23.8|00:23.8|  16401.7|00 04:33:21.7|1447479554|2015/11/14 05:39:14|0.3679285662319415782742619298828571751158020715981
  674| 337000000|  23.8|00:23.8|  16425.4|00 04:33:45.4|1447479578|2015/11/14 05:39:38|0.36792852977427621237171383567332558501420277721707
  675| 337500000|  23.8|00:23.8|  16449.2|00 04:34:09.2|1447479602|2015/11/14 05:40:02|0.36792849339765971390537677131070419224271941543336
  676| 338000000|  23.7|00:23.7|  16473.0|00 04:34:33.0|1447479625|2015/11/14 05:40:25|0.36792845710179222964153699925750157809895423218441
  677| 338500000|  23.8|00:23.8|  16496.7|00 04:34:56.7|1447479649|2015/11/14 05:40:49|0.36792842088637545714464967482168333944566364884542
  678| 339000000|  23.8|00:23.8|  16520.5|00 04:35:20.5|1447479673|2015/11/14 05:41:13|0.36792838475111263448049019398097937375379504969908
  679| 339500000|  23.8|00:23.8|  16544.3|00 04:35:44.3|1447479697|2015/11/14 05:41:37|0.36792834869570853000274332091069296966040748187877
  680| 340000000|  23.8|00:23.8|  16568.0|00 04:36:08.0|1447479721|2015/11/14 05:42:01|0.36792831271986943222223222534322620230778287605128
  681| 340500000|  23.4|00:23.4|  16591.4|00 04:36:31.4|1447479744|2015/11/14 05:42:24|0.36792827682330313975799835032670223512724344710576
  682| 341000000|  23.8|00:23.8|  16615.2|00 04:36:55.2|1447479768|2015/11/14 05:42:48|0.36792824100571895136945171178962095467186876242602
  683| 341500000|  23.8|00:23.8|  16639.0|00 04:37:19.0|1447479791|2015/11/14 05:43:11|0.36792820526682765606881980408344932450522678440793
  684| 342000000|  23.8|00:23.8|  16662.8|00 04:37:42.8|1447479815|2015/11/14 05:43:35|0.36792816960634152331313175186702217249401788232482
  685| 342500000|  23.8|00:23.8|  16686.5|00 04:38:06.5|1447479839|2015/11/14 05:43:59|0.36792813402397429327498270979418719615827618777274
  686| 343000000|  23.8|00:23.8|  16710.3|00 04:38:30.3|1447479863|2015/11/14 05:44:23|0.36792809851944116719133176892520444106029336924513
  687| 343500000|  23.8|00:23.8|  16734.1|00 04:38:54.1|1447479887|2015/11/14 05:44:47|0.36792806309245879778959478403667943854937815072761
  688| 344000000|  23.8|00:23.8|  16757.8|00 04:39:17.8|1447479910|2015/11/14 05:45:10|0.36792802774274527979030159046605627272923140673671
  689| 344500000|  23.8|00:23.8|  16781.6|00 04:39:41.6|1447479934|2015/11/14 05:45:34|0.36792799247002014048559503418518487544172563780754
  690| 345000000|  23.8|00:23.8|  16805.3|00 04:40:05.3|1447479958|2015/11/14 05:45:58|0.36792795727400433039285709582230456590067100401933
  691| 345500000|  23.7|00:23.7|  16829.1|00 04:40:29.1|1447479982|2015/11/14 05:46:22|0.36792792215442021398275514969124030680355127474446
  692| 346000000|  23.8|00:23.8|  16852.9|00 04:40:52.9|1447480005|2015/11/14 05:46:45|0.36792788711099156048100906386851068203594894244321
  693| 346500000|  23.7|00:23.7|  16876.6|00 04:41:16.6|1447480029|2015/11/14 05:47:09|0.36792785214344353474318741829109258982173939694099
  694| 347000000|  23.8|00:23.8|  16900.4|00 04:41:40.4|1447480053|2015/11/14 05:47:33|0.36792781725150268820184859601768012609251782872026
  695| 347500000|  23.8|00:23.8|  16924.1|00 04:42:04.1|1447480077|2015/11/14 05:47:57|0.3679277824348969498853498894728524221792436821142
  696| 348000000|  23.8|00:23.8|  16947.8|00 04:42:27.9|1447480100|2015/11/14 05:48:20|0.36792774769335561750765505992592262836634028656586
  697| 348500000|  23.8|00:23.8|  16971.6|00 04:42:51.6|1447480124|2015/11/14 05:48:44|0.36792771302660934862847799587484610543662860721124
  698| 349000000|  23.4|00:23.4|  16995.0|00 04:43:15.0|1447480148|2015/11/14 05:49:08|0.36792767843439015188310723562237178191270025554221
  699| 349500000|  23.8|00:23.8|  17018.8|00 04:43:38.8|1447480171|2015/11/14 05:49:31|0.3679276439164313782812631523403661642893180973668
  700| 350000000|  23.8|00:23.8|  17042.6|00 04:44:02.6|1447480195|2015/11/14 05:49:55|0.36792760947246771257434654749475159378310511326072
  701| 350500000|  23.8|00:23.8|  17066.3|00 04:44:26.3|1447480219|2015/11/14 05:50:19|0.36792757510223516469044426180598726957680727321868
  702| 351000000|  23.8|00:23.8|  17090.1|00 04:44:50.1|1447480243|2015/11/14 05:50:43|0.36792754080547106123646419308936158069158527565297
  703| 351500000|  23.8|00:23.8|  17113.9|00 04:45:13.9|1447480266|2015/11/14 05:51:06|0.36792750658191403706677880847938930905927595366505
  704| 352000000|  23.8|00:23.8|  17137.6|00 04:45:37.6|1447480290|2015/11/14 05:51:30|0.36792747243130402691776285580038137267734189840842
  705| 352500000|  23.8|00:23.8|  17161.3|00 04:46:01.4|1447480314|2015/11/14 05:51:54|0.36792743835338225710761751629134785966892815314947
  706| 353000000|  23.7|00:23.7|  17185.1|00 04:46:25.1|1447480338|2015/11/14 05:52:18|0.36792740434789123730087969960215162445938711814267
  707| 353500000|  23.8|00:23.8|  17208.8|00 04:46:48.9|1447480361|2015/11/14 05:52:41|0.36792737041457475233702156300763272921474083839716
  708| 354000000|  23.7|00:23.7|  17232.6|00 04:47:12.6|1447480385|2015/11/14 05:53:05|0.36792733655317785412255164117995451474027836042456
  709| 354500000|  23.8|00:23.8|  17256.4|00 04:47:36.4|1447480409|2015/11/14 05:53:29|0.36792730276344685358603520164391379727178808174062
  710| 355000000|  23.8|00:23.8|  17280.2|00 04:48:00.2|1447480433|2015/11/14 05:53:53|0.36792726904512931269545759522744735038770613143366
  711| 355500000|  23.8|00:23.8|  17303.9|00 04:48:23.9|1447480456|2015/11/14 05:54:16|0.36792723539797403653736045140714009219795090110834
  712| 356000000|  23.8|00:23.8|  17327.7|00 04:48:47.7|1447480480|2015/11/14 05:54:40|0.36792720182173106545718657641857338519833039106694
  713| 356500000|  23.4|00:23.4|  17351.1|00 04:49:11.1|1447480504|2015/11/14 05:55:04|0.36792716831615166726027534832174851424460323742693
  714| 357000000|  23.8|00:23.8|  17374.8|00 04:49:34.8|1447480527|2015/11/14 05:55:27|0.36792713488098832947295626883624567709461154579141
  715| 357500000|  23.7|00:23.7|  17398.6|00 04:49:58.6|1447480551|2015/11/14 05:55:51|0.36792710151599475166319412762888773875349080251323
  716| 358000000|  23.8|00:23.8|  17422.3|00 04:50:22.3|1447480575|2015/11/14 05:56:15|0.36792706822092583782024496177434079915534502551932
  717| 358500000|  23.8|00:23.8|  17446.1|00 04:50:46.1|1447480599|2015/11/14 05:56:39|0.36792703499553768879278765222860690844786461491093
  718| 359000000|  23.8|00:23.8|  17469.8|00 04:51:09.8|1447480622|2015/11/14 05:57:02|0.3679270018395875947850015912557083338829773447953
  719| 359500000|  23.7|00:23.7|  17493.6|00 04:51:33.6|1447480646|2015/11/14 05:57:26|0.3679269687528340279100663807148551721590930188611
  720| 360000000|  23.8|00:23.8|  17517.3|00 04:51:57.3|1447480670|2015/11/14 05:57:50|0.36792693573503663480056498182193341686925171460305
  721| 360500000|  23.7|00:23.7|  17541.1|00 04:52:21.1|1447480694|2015/11/14 05:58:14|0.36792690278595622927527713330543670413024582544148
  722| 361000000|  23.8|00:23.8|  17564.8|00 04:52:44.8|1447480717|2015/11/14 05:58:37|0.36792686990535478506185518763066563183156958895911
  723| 361500000|  23.8|00:23.8|  17588.6|00 04:53:08.6|1447480741|2015/11/14 05:59:01|0.36792683709299542857487978500249254974332281251175
  724| 362000000|  23.8|00:23.8|  17612.4|00 04:53:32.4|1447480765|2015/11/14 05:59:25|0.36792680434864243174879799299947650903729996843243
  725| 362500000|  23.8|00:23.8|  17636.1|00 04:53:56.1|1447480789|2015/11/14 05:59:49|0.36792677167206120492525168675192509569654211241103
  726| 363000000|  23.8|00:23.8|  17659.9|00 04:54:19.9|1447480812|2015/11/14 06:00:12|0.36792673906301828979430903135321159613319220743881
  727| 363500000|  23.7|00:23.7|  17683.6|00 04:54:43.6|1447480836|2015/11/14 06:00:36|0.36792670652128135238911695547528952917385132307662
  728| 364000000|  23.4|00:23.4|  17707.0|00 04:55:07.0|1447480860|2015/11/14 06:01:00|0.36792667404661917613349747372255448337336353675916
  729| 364500000|  23.8|00:23.8|  17730.8|00 04:55:30.8|1447480883|2015/11/14 06:01:23|0.36792664163880165494201562586844758310589018253907
  730| 365000000|  23.7|00:23.7|  17754.6|00 04:55:54.5|1447480907|2015/11/14 06:01:47|0.36792660929759978637205165453092398304126588931617
  731| 365500000|  23.8|00:23.8|  17778.3|00 04:56:18.3|1447480931|2015/11/14 06:02:11|0.36792657702278566482741483979973115261919373984155
  732| 366000000|  23.8|00:23.8|  17802.1|00 04:56:42.1|1447480955|2015/11/14 06:02:35|0.36792654481413247481304115056329270635161031157854
  733| 366500000|  23.8|00:23.8|  17825.9|00 04:57:05.8|1447480978|2015/11/14 06:02:58|0.36792651267141448424032155851830872440817070891947
  734| 367000000|  23.8|00:23.8|  17849.6|00 04:57:29.6|1447481002|2015/11/14 06:03:22|0.36792648059440703778261249279305927972485473213604
  735| 367500000|  23.8|00:23.8|  17873.4|00 04:57:53.4|1447481026|2015/11/14 06:03:46|0.367926448582886550280484491477754268389021314307
  736| 368000000|  23.7|00:23.7|  17897.1|00 04:58:17.1|1447481050|2015/11/14 06:04:10|0.36792641663663050019626963182401235283786831472405
  737| 368500000|  23.8|00:23.8|  17920.9|00 04:58:40.9|1447481073|2015/11/14 06:04:33|0.36792638475541742311747279413271665641702121131352
  738| 369000000|  23.8|00:23.8|  17944.6|00 04:59:04.6|1447481097|2015/11/14 06:04:57|0.36792635293902690530861623606741935055481252172189
  739| 369500000|  23.8|00:23.8|  17968.3|00 04:59:28.4|1447481121|2015/11/14 06:05:21|0.36792632118723957731109132497192989538743015340826
  740| 370000000|  23.7|00:23.7|  17992.1|00 04:59:52.1|1447481145|2015/11/14 06:05:45|0.36792628949983710759059559638909331871671382407294
  741| 370500000|  23.8|00:23.8|  18015.8|00 05:00:15.9|1447481168|2015/11/14 06:06:08|0.36792625787660219623173757801715493052301671536721
  742| 371000000|  23.7|00:23.7|  18039.6|00 05:00:39.6|1447481192|2015/11/14 06:06:32|0.36792622631731856867939604043550774146191938066241
  743| 371500000|  23.8|00:23.8|  18063.4|00 05:01:03.4|1447481216|2015/11/14 06:06:56|0.36792619482177096952642450970904331511936555464285
  744| 372000000|  23.7|00:23.7|  18087.1|00 05:01:27.1|1447481240|2015/11/14 06:07:20|0.36792616338974515634729600305695262852546764516846
  745| 372500000|  23.4|00:23.4|  18110.6|00 05:01:50.6|1447481263|2015/11/14 06:07:43|0.36792613202102789357728702775612607032227801187984
  746| 373000000|  23.8|00:23.8|  18134.3|00 05:02:14.3|1447481287|2015/11/14 06:08:07|0.36792610071540694643680391594118901545690411584572
  747| 373500000|  23.8|00:23.8|  18158.1|00 05:02:38.1|1447481311|2015/11/14 06:08:31|0.36792606947267107490045855455415417928123681353144
  748| 374000000|  23.8|00:23.8|  18181.9|00 05:03:01.8|1447481334|2015/11/14 06:08:54|0.36792603829261002771050451096984126029458158008728
  749| 374500000|  23.7|00:23.7|  18205.6|00 05:03:25.6|1447481358|2015/11/14 06:09:18|0.367926007175014536434248451353597271618885325278
  750| 375000000|  23.8|00:23.8|  18229.4|00 05:03:49.4|1447481382|2015/11/14 06:09:42|0.36792597611967630956505560116238387279091356952087
  751| 375500000|  23.7|00:23.7|  18253.1|00 05:04:13.1|1447481406|2015/11/14 06:10:06|0.36792594512638802666657180593798812678127363459188
  752| 376000000|  23.8|00:23.8|  18276.9|00 05:04:36.9|1447481429|2015/11/14 06:10:29|0.36792591419494333255978851621315964851694311703414
  753| 376500000|  23.8|00:23.8|  18300.6|00 05:05:00.6|1447481453|2015/11/14 06:10:53|0.36792588332513683155258074350139063749879624736739
  754| 377000000|  23.8|00:23.8|  18324.3|00 05:05:24.4|1447481477|2015/11/14 06:11:17|0.36792585251676408171135171550477499342674053085263
  755| 377500000|  23.7|00:23.7|  18348.1|00 05:05:48.1|1447481501|2015/11/14 06:11:41|0.36792582176962158917442159838039179790020413361318
  756| 378000000|  23.8|00:23.8|  18371.9|00 05:06:11.9|1447481524|2015/11/14 06:12:04|0.3679257910835068025068012526750975643347673360547
  757| 378500000|  23.7|00:23.7|  18395.7|00 05:06:35.7|1447481548|2015/11/14 06:12:28|0.36792576045821810709599554788539051096236020448324
  758| 379000000|  23.8|00:23.8|  18419.4|00 05:06:59.4|1447481572|2015/11/14 06:12:52|0.36792572989355481958848427902991718024333880712914
  759| 379500000|  23.7|00:23.7|  18443.2|00 05:07:23.2|1447481596|2015/11/14 06:13:16|0.36792569938931718236653220763700221138151167059388
  760| 380000000|  23.4|00:23.4|  18466.6|00 05:07:46.6|1447481619|2015/11/14 06:13:39|0.36792566894530635806498318964116404506859112167158
  761| 380500000|  23.8|00:23.8|  18490.3|00 05:08:10.3|1447481643|2015/11/14 06:14:03|0.36792563856132442412769675433699816387057185460503
  762| 381000000|  23.8|00:23.8|  18514.1|00 05:08:34.1|1447481667|2015/11/14 06:14:27|0.36792560823717436740328886223543049939578929345839
  763| 381500000|  23.8|00:23.8|  18537.9|00 05:08:57.8|1447481690|2015/11/14 06:14:50|0.36792557797266007877984189587893322608877346636488
  764| 382000000|  23.7|00:23.7|  18561.6|00 05:09:21.6|1447481714|2015/11/14 06:15:14|0.36792554776758634785825222686512003846676169739537
  765| 382500000|  23.8|00:23.8|  18585.4|00 05:09:45.3|1447481738|2015/11/14 06:15:38|0.36792551762175885766388695496206301057708500620618
  766| 383000000|  23.7|00:23.7|  18609.1|00 05:10:09.1|1447481762|2015/11/14 06:16:02|0.36792548753498417939622463172725735372321457709292
  767| 383500000|  23.8|00:23.8|  18632.9|00 05:10:32.9|1447481785|2015/11/14 06:16:25|0.36792545750706976721615796191275174176330064543496
  768| 384000000|  23.8|00:23.8|  18656.6|00 05:10:56.6|1447481809|2015/11/14 06:16:49|0.36792542753782395307063962159279015047384092116794
  769| 384500000|  23.8|00:23.8|  18680.4|00 05:11:20.4|1447481833|2015/11/14 06:17:13|0.36792539762705594155435544282257953790802624546649
  770| 385000000|  23.7|00:23.7|  18704.1|00 05:11:44.1|1447481857|2015/11/14 06:17:37|0.36792536777457580480811229115677278487251381027811
  771| 385500000|  23.8|00:23.8|  18727.9|00 05:12:07.9|1447481880|2015/11/14 06:18:00|0.36792533798019447745363100494735673388237107687555
  772| 386000000|  23.8|00:23.8|  18751.6|00 05:12:31.6|1447481904|2015/11/14 06:18:24|0.36792530824372375156443777442051867617352472454505
  773| 386500000|  23.8|00:23.8|  18775.3|00 05:12:55.4|1447481928|2015/11/14 06:18:48|0.36792527856497627167255031451271388740139786555716
  774| 387000000|  23.8|00:23.8|  18799.1|00 05:13:19.1|1447481952|2015/11/14 06:19:12|0.36792524894376552981065812873396368249092627483212
  775| 387500000|  23.4|00:23.4|  18822.6|00 05:13:42.5|1447481975|2015/11/14 06:19:35|0.36792521937990586058949907232226204609668643582745
  776| 388000000|  23.8|00:23.8|  18846.3|00 05:14:06.3|1447481999|2015/11/14 06:19:59|0.36792518987321243631013730205231716314375002576738
  777| 388500000|  23.7|00:23.7|  18870.1|00 05:14:30.1|1447482023|2015/11/14 06:20:23|0.3679251604235012621108505476548142944007747682254
  778| 389000000|  23.8|00:23.8|  18893.8|00 05:14:53.8|1447482046|2015/11/14 06:20:46|0.36792513103058917114833745627380383495167825467679
  779| 389500000|  23.7|00:23.7|  18917.6|00 05:15:17.5|1447482070|2015/11/14 06:21:10|0.36792510169429381981295854711934950439531696542127
  780| 390000000|  23.8|00:23.8|  18941.3|00 05:15:41.3|1447482094|2015/11/14 06:21:34|0.36792507241443368297772706883476044718996702345867
  781| 390500000|  23.8|00:23.8|  18965.1|00 05:16:05.1|1447482118|2015/11/14 06:21:58|0.36792504319082804928076877746208442935764160871347
  782| 391000000|  23.8|00:23.8|  18988.8|00 05:16:28.8|1447482141|2015/11/14 06:22:21|0.36792501402329701644097234862060112231373873315632
  783| 391500000|  23.8|00:23.8|  19012.6|00 05:16:52.6|1447482165|2015/11/14 06:22:45|0.36792498491166148660655480397047835999339145684644
  784| 392000000|  23.8|00:23.8|  19036.4|00 05:17:16.4|1447482189|2015/11/14 06:23:09|0.36792495585574316173626896957237556502506365619034
  785| 392500000|  23.8|00:23.8|  19060.1|00 05:17:40.1|1447482213|2015/11/14 06:23:33|0.36792492685536453901298259272368482669194212431905
  786| 393000000|  23.8|00:23.8|  19083.8|00 05:18:03.9|1447482236|2015/11/14 06:23:56|0.36792489791034890628936132459870066837409080027151
  787| 393500000|  23.7|00:23.7|  19107.6|00 05:18:27.6|1447482260|2015/11/14 06:24:20|0.36792486902052033756539032888410376630373827523609
  788| 394000000|  23.8|00:23.8|  19131.3|00 05:18:51.4|1447482284|2015/11/14 06:24:44|0.36792484018570368849747180191898858493414709269834
  789| 394500000|  23.8|00:23.8|  19155.1|00 05:19:15.1|1447482308|2015/11/14 06:25:08|0.36792481140572459193883818795204052777987387463917
  790| 395000000|  23.4|00:23.4|  19178.5|00 05:19:38.5|1447482331|2015/11/14 06:25:31|0.36792478268040945351102334434474404100363112901752
  791| 395500000|  23.8|00:23.8|  19202.3|00 05:20:02.3|1447482355|2015/11/14 06:25:55|0.36792475400958544720613635620170140206124010417419
  792| 396000000|  23.7|00:23.7|  19226.1|00 05:20:26.1|1447482379|2015/11/14 06:26:19|0.36792472539308051101968511831600104625242861586472
  793| 396500000|  23.8|00:23.8|  19249.8|00 05:20:49.8|1447482402|2015/11/14 06:26:42|0.36792469683072334261369919479361086060351595411102
  794| 397000000|  23.7|00:23.7|  19273.6|00 05:21:13.6|1447482426|2015/11/14 06:27:06|0.36792466832234339500990383357634196520751953190721
  795| 397500000|  23.8|00:23.8|  19297.3|00 05:21:37.3|1447482450|2015/11/14 06:27:30|0.36792463986777087231269935462428779642217539110068
  796| 398000000|  23.7|00:23.7|  19321.1|00 05:22:01.0|1447482474|2015/11/14 06:27:54|0.36792461146683672546170244704800638312702179419327
  797| 398500000|  23.7|00:23.7|  19344.8|00 05:22:24.8|1447482497|2015/11/14 06:28:17|0.36792458311937264801360820229631236344131800912471
  798| 399000000|  23.7|00:23.7|  19368.5|00 05:22:48.5|1447482521|2015/11/14 06:28:41|0.36792455482521107195313397790168595417162079115154
  799| 399500000|  23.7|00:23.7|  19392.2|00 05:23:12.2|1447482545|2015/11/14 06:29:05|0.36792452658418516353280842955242633640558427464884
  800| 400000000|  23.7|00:23.7|  19415.9|00 05:23:35.9|1447482568|2015/11/14 06:29:28|0.36792449839612881914137126868540111666936895743742
  801| 400500000|  23.7|00:23.7|  19439.6|00 05:23:59.6|1447482592|2015/11/14 06:29:52|0.36792447026087666120055149865843756760807941318975
  802| 401000000|  23.7|00:23.7|  19463.3|00 05:24:23.3|1447482616|2015/11/14 06:30:16|0.3679244421782640340899940551462266043640136109778
  803| 401500000|  23.7|00:23.7|  19487.0|00 05:24:47.0|1447482640|2015/11/14 06:30:40|0.36792441414812700010010692598357679815023743530616
  804| 402000000|  23.7|00:23.7|  19510.7|00 05:25:10.7|1447482663|2015/11/14 06:31:03|0.36792438617030233541260295252687382417080475499284
  805| 402500000|  23.7|00:23.7|  19534.4|00 05:25:34.4|1447482687|2015/11/14 06:31:27|0.36792435824462752610851261898703345000078056962079
  806| 403000000|  23.7|00:23.7|  19558.1|00 05:25:58.1|1447482711|2015/11/14 06:31:51|0.3679243303709407642034462183699491975755507818427
  807| 403500000|  23.3|00:23.3|  19581.5|00 05:26:21.5|1447482734|2015/11/14 06:32:14|0.3679243025490809437098858439048475550670923518473
  808| 404000000|  23.8|00:23.8|  19605.3|00 05:26:45.3|1447482758|2015/11/14 06:32:38|0.36792427477888765672628969340509424541257032057843
  809| 404500000|  23.7|00:23.7|  19629.0|00 05:27:09.0|1447482781|2015/11/14 06:33:01|0.36792424706020118955279319114451484204068280215571
  810| 405000000|  23.8|00:23.8|  19652.8|00 05:27:32.8|1447482805|2015/11/14 06:33:25|0.36792421939286251883329342779656989548932146412858
  811| 405500000|  23.7|00:23.7|  19676.5|00 05:27:56.5|1447482829|2015/11/14 06:33:49|0.36792419177671330772370539402187114530418353219654
  812| 406000000|  23.7|00:23.7|  19700.2|00 05:28:20.2|1447482853|2015/11/14 06:34:13|0.3679241642115959020861804376464444207797198801953
  813| 406500000|  23.8|00:23.8|  19724.0|00 05:28:44.0|1447482876|2015/11/14 06:34:36|0.36792413669735332670907930829057560673471930994619
  814| 407000000|  23.8|00:23.8|  19747.7|00 05:29:07.7|1447482900|2015/11/14 06:35:00|0.36792410923382928155249406702463844938378566923417
  815| 407500000|  23.7|00:23.7|  19771.5|00 05:29:31.5|1447482924|2015/11/14 06:35:24|0.3679240818208681380191150323795416707771861437429
  816| 408000000|  23.8|00:23.8|  19795.3|00 05:29:55.3|1447482948|2015/11/14 06:35:48|0.36792405445831493525024080805786065513787402954455
  817| 408500000|  23.7|00:23.7|  19819.0|00 05:30:19.0|1447482971|2015/11/14 06:36:11|0.36792402714601537644673129220685950179537482718789
  818| 409000000|  23.8|00:23.8|  19842.7|00 05:30:42.7|1447482995|2015/11/14 06:36:35|0.36792399988381582521470540335303900755419992747271
  819| 409500000|  23.8|00:23.8|  19866.5|00 05:31:06.5|1447483019|2015/11/14 06:36:59|0.36792397267156330193578707428323590689973514839524
  820| 410000000|  23.8|00:23.8|  19890.3|00 05:31:30.3|1447483043|2015/11/14 06:37:23|0.36792394550910548016170486251045424650722041493812
  821| 410500000|  23.7|00:23.7|  19914.0|00 05:31:54.0|1447483066|2015/11/14 06:37:46|0.36792391839629068303305230470151205372182426384007
  822| 411000000|  23.4|00:23.4|  19937.4|00 05:32:17.4|1447483090|2015/11/14 06:38:10|0.36792389133296787972201790278343112975658029037308
  823| 411500000|  23.8|00:23.8|  19961.1|00 05:32:41.1|1447483114|2015/11/14 06:38:34|0.36792386431898668189889537159873414204252838349004
  824| 412000000|  23.7|00:23.7|  19984.9|00 05:33:04.9|1447483137|2015/11/14 06:38:57|0.36792383735419734022218650215618246431417192808556
  825| 412500000|  23.8|00:23.8|  20008.6|00 05:33:28.6|1447483161|2015/11/14 06:39:21|0.36792381043845074085211070093006140861279810291622
  826| 413000000|  23.7|00:23.7|  20032.4|00 05:33:52.4|1447483185|2015/11/14 06:39:45|0.36792378357159840198733695450233452297748100819803
  827| 413500000|  23.8|00:23.8|  20056.1|00 05:34:16.1|1447483209|2015/11/14 06:40:09|0.36792375675349247042475564031968695239144548240828
  828| 414000000|  23.7|00:23.7|  20079.9|00 05:34:39.9|1447483232|2015/11/14 06:40:32|0.36792372998398571814210925865094055950374636521361
  829| 414500000|  23.8|00:23.8|  20103.6|00 05:35:03.6|1447483256|2015/11/14 06:40:56|0.36792370326293153890330279817630680636083937627712
  830| 415000000|  23.8|00:23.8|  20127.3|00 05:35:27.4|1447483280|2015/11/14 06:41:20|0.36792367659018394488621606821271368283455011491415
  831| 415500000|  23.8|00:23.8|  20151.2|00 05:35:51.2|1447483304|2015/11/14 06:41:44|0.36792364996559756333284193457081121612499622426759
  832| 416000000|  23.8|00:23.8|  20174.9|00 05:36:14.9|1447483327|2015/11/14 06:42:07|0.36792362338902763322157598363861585284479375493187
  833| 416500000|  23.8|00:23.8|  20198.7|00 05:36:38.7|1447483351|2015/11/14 06:42:31|0.36792359686033000196148471068109881420937349003548
  834| 417000000|  23.8|00:23.8|  20222.4|00 05:37:02.4|1447483375|2015/11/14 06:42:55|0.36792357037936112210838088371900386670146266712342
  835| 417500000|  23.8|00:23.8|  20246.2|00 05:37:26.2|1447483399|2015/11/14 06:43:19|0.36792354394597804810253627388611968863959845914535
  836| 418000000|  23.8|00:23.8|  20270.0|00 05:37:50.0|1447483422|2015/11/14 06:43:42|0.36792351756003843302786346704216435292400295126413
  837| 418500000|  23.4|00:23.4|  20293.3|00 05:38:13.3|1447483446|2015/11/14 06:44:06|0.36792349122140052539239997981613841785790476830868
  838| 419000000|  23.8|00:23.8|  20317.1|00 05:38:37.1|1447483470|2015/11/14 06:44:30|0.36792346492992316592992939634801458830378563389212
