   k     k*nj*ni   tji        t total   fn

2015-11-01 17:24:21-01:00
0074   037000000   593   0 13:30:01.0   0.36802759877010568578357072865775785153922598800209357798326230688057609646176965163610269791504960204784829693772093446032607852533877498375753403736824251615929515824003121782351636180986181645326571375842111139008525082766733136806687268451637888377242164430589187684045445907649101842343727917254257311309838228088078448754842889524856130504115822314190289221186770313410215607715650402379353139374412002754704024189804197218155159989995047630758388160777337169352380606124817135093539171794639663
0075   037500000   591   0 13:39:52.0   0.36802660763946825740596474148659199931928538315727175586906082392447254734121266709725790563038899892327587765970674359558797411565843470141143972647595419622766541403594285131054051051695944816046319983432073711707251483871990356469341309283510794118136262763358039496476918095285074761452158879704731595104677446912446874118009244826815612468722788041035020557416780357269912513999125243251777068763952057744687870801719255275359433117010091524608554091373209476523922314243628171763729099002906729
0076   038000000   589   0 13:49:41.0   0.36802563613682940258610248172065993786760014874850160038765071900867559476899107936548883630073539516925378876216502058427757507563556468412993719050763575453164922210688895274946905501015265061076768618054854475387243850342390053827850822892031224875769647869771926622324283967234063654562328023071287835240130327189541350065732191398736451640725812433188414971342883063194704703681145290760586596665674729127909052173246264820988064119142689144654926493558436321424427322057200198289097965607188065
0077   038500000   588   0 13:59:29.0   0.36802468362279130049365207557648684136552258750531594701240903343124754896643377801941531194591608787952926222047667432559015300875304174845959535588119385670672522589981329949213568574468643316399442942520544461628216312975928090451911878768406078570753453216178897867468359611512390907760019437093445047638854509518061616848795104113321456583525443245061407660258590477121087905442423540282800578451682893059526685355992935442209692136711162360759903644319223134178980496749249579151778770729082877
0078   039000000   587   0 14:09:16.0   0.36802374948674149472300114737405421186984381351345808616057322086821166054709068146694360053764137963057146718362976549506588161473856692213765808189959666232556721481533333132774664598246363195188680121041555050418313930901543996797215044650754377305406498354497870911011743272236101058776264228362888199933050723626906875726785342452346192489929630141420150728876335700062706908110460946736556835396178433592853067766482104409091245942901334708176118138191849380301945632019215847211756562132862639
0079   039500000   587   0 14:19:03.0   0.36802283314520788891858161456612725565030243170197896092619450479160365213863134587989528653438282006144672254178037688274881741620212446359564464468604968632755394241438280527426636545614350685461847669984195579668831368873368082368242719281019202439611418365344205755034506199774706485755510249968424761098952980951822657227270655906196614956092007279328727734814016706606937345697937749227619436847160391977191566367200538835358933047603327388097686705356343551455807217726577176488189534700375348
0080   040000000   588   0 14:28:51.0   0.36802193404032719994489811169975621039248628663011565778457927498431154356508121453585323234675760076145454830843598421366634108901969635800053788903622576494760797796978414409834664516367730182589409538440162201377750653083219698368896918444337029776482899684593921913259069401379117467587211785090502361614224500398997144735214511461703631849122005825882658179090278726272155221267702323183736876163776384603034273344217241779099310112480850796444671084306014648934981641762368936710230810647798244
0081   040500000   587   0 14:38:38.0   0.36802105163841773504800879564416429131747759781981940504118710632927878997319946642939042282950660588773965773621886985501660709142168776746521201098103638058313594363686585819863533674286282978857852797079721446851775431194025773307345543114611976606808036815676766564539860098817662664110806316033203090501893064370631692849907638060830294822608314430322131007483468331987633710760250340103587325270111796119143079083734049275552793970823459951732594104990029651327190734658807206164106063585613844
0082   041000000   588   0 14:48:26.0   0.36802018542864819746716904463597933807686727270477899624368656830173136413400982888550685434428900924781523135200973198681432972901360119280117626860886304895912201036745527137764935410283695961985891705806754792797472687842792599255316869156239708265435327655816059574548224946561897206567682646558615657162167524507255322430084334238166491754274904682950658750858193353525118457289764775453660604626186192639672912083873869047888655890904124444059036097221888964165291182515491002019705103482726102
0083   041500000   587   0 14:58:13.0   0.3680193349217949768799140637988974266073660417484837949885426924394995236121124402701946132409522989176875853016636939910039832220046434265079310724403794469755325165655466219325835282822280564420209573164602530608909544467649734827751633108935501977480768114333902897843033122857202106937011596476410531503011531204732909525349234892085746858242087506568479377881337069423540708755405991859084003932330729458753463575951473087529823069866144053394955327412816467665450866710267762296457678144599894
0084   042000000   588   0 15:08:01.0   0.36801849964908105666706165267735614198829733758671747257840845929975265582771471598137926148558892866166416190893963901892006247221738449520281491054487137414812479214109340297644072943240906121616589641080163613011763391344321899912613228225802612382265270640694232731701360381679880799696821137335747681309367929137555324196603156403270734759646372286508739112009481463228455062070380119483954654410282689754729431791265061884043358680338029090613473838378215166419093648419943819059446046755883261
0085   042500000   587   0 15:17:48.0   0.36801767916109027782193037815318318607444272294698600701964183915743190948507199946826963011098065942967828191773670689021944154740181774477684103769418366992288796663594836744322564257916467597534726214703730647619722417028481618320238848272251402558142589952965803518280450455948180779508695999835763625052709634258602468675451011280739944707886516710436943091933909075083788479019200518929167243307711439152771511375501729543919497905711942573905394415162004117731143482851602854631923312833278904
0086   043000000   588   0 15:27:36.0   0.36801687302675124690869225574921437369971904908444934281563603263967065634008641789560822828054942725773666679208385248062116865220946397181918388388736415896137613245276161761076293644172248070505997049904466761598053628705041204558367810615437889295217401741306022897371136937860851614113118863590267631933909960461960111705887510445372463716460767489378739098928232359193318468856513118128997429654621969337098586108262972690658836789084356323301506913388741765216864209358169530252254729317385809
0087   043500000   588   0 15:37:24.0   0.36801608083238566939755670870221914509424665627394846959856436096481878815662339881966994316738733145032342140537522696127064921121648974184549069622962334217188248524120261723649513397090672256408438446929024489554151617628855103030636946351431573738206563275605484828403139259519886951897832173351567096333638354046602863690104224228503768724852576615809914601527991236865894820430813301860201302475800602042399141800808370651641119826192030388505615964547302597622343816181727475092085399820732068
0088   044000000   588   0 15:47:12.0   0.36801530218081633577902163549177280385000858903095312489950595344235403661244175820389272485097431307497021749290683077481388229457571718408367358863715495021572107930046955194263004720488781708589553723500791695007244629556501908821208371423056543346665315889153912872080319727779293073555698729601691506469138060988487701045381429656248625384661969792036932786087229342356830930837946087520288904916907342677027848392614320250495530392127706635139030214594071039090508846755944304387240450007289013
0089   044500000   587   0 15:56:59.0   0.36801453669053039120794071957888802076794430562423485309660085102653245633949904753046866710628394778174272566577630335957094266784756264710439889209389354078574424916384568298018228955169584240573510340323779479221428021999175677163633898888233928670084986585576691763028722710108406068933047001441673618403096155497472433233464208609353712784791511035256772253667520117301199247320001239767007968968949897624268724745727285290633015991077638858534483541673731491775810913275061158029619063561644568
0090   045000000   588   0 16:06:47.0   0.36801378399489388457354828536143334532561907320351623739441083237917389623023856920111599368715604917565358381153325151141631222819122619426309170794728615469008472891777204126345628705223586319413112489362369227164201370655815526524490225932432132896716104397754568383443553802294118264756413773256861682083636842121285419197359181431887835934183809761209661167833964492350156692666549269148714098029563704290295829660848126863115137318569679019604761034118615731241863315765052860102053538777389736
0091   045500000   587   0 16:16:34.0   0.36801304374141392383340268367403960626999996676268831918796078773361257634660377250967081671724061234673548544389043224389413227023235290122677437765214142573273499303791094885915131986398534653632485942414383176991923974915905179258044592089239538538277258226708455683776936825953752476643608668491396900061300409873433328442551991536362391310498023940153286264478838123652365238781920105384428767218305201279076380714061277803923233201184929270283958373505931209761592056443555883845290583433958692
0092   046000000   588   0 16:26:22.0   0.36801231559104506472925259366604737632972385612254949957984098504376764062270943230016075282849228351251307452326254462183007940990622159141493039227893484251068789225440481831279554062296296485654016788977946732929757199930849490404014401453428406122389266896049190268448079227760762820604515484228103205174842212922760931529672522609397500085951549505880412571157859706185292495955059675413695384680806260794781005041788955233182432794205481646780588797120744983761541026819971945346494787907968735
0093   046500000   587   0 16:36:09.0   0.3680115992175368327619028417553927553051665876528637305408302931130758048471581472382637815609939032622717289918218834267953631820567869561195131243149503468622573569018403263085937832865593970065685317594831556490613643726937754441983232668754055344802373665370363337416130034167221080713661966627476482901936767002220597043252638185675678297373264532737001812204443264646817822195918291388231583811306561745040446136970446870873965428979901467321588935375640087409089909132367217469144407448067697
0094   047000000   588   0 16:45:57.0   0.36801089430681952632926376435666595813874655600622170406638526382492987372040531722529059849719290234140788393744515414245033160961023149185914432341787433192898584427736352773493035360042152041091893292415136639393649984257369489103997375711730449183660329679199872424759055216540956138563481932607778150504323906870509928839018265527250615107270370113626059604193558346096762914257406270038184451944730992263642727301598956645110270860354360759200677911271359405606352831546326993845166423060768612
0095   047500000   587   0 16:55:44.0   0.36801020055642567470682059980717633197892407174190907329460148226082720421213239915540433453846226392559322653246904616917186736989263942342289546408346880961344868051577594825847812763568147750623384163042997269604883000606639120712524381419060246469769899710898560252616982089310510524276178925586077613014928210099562801635629183747592727950159732978323273118527654823816439326120087230709127300866581652851544809367977817012435221130443239706148765830585579652879208620555196412945933412703604187
0096   048000000   586   0 17:05:30.0   0.3680095176749447302806970583561602442205281021716577764544059801360838560355892217004671676737232213247449694892849713843350050529015375262338117504646870209263188835281507381465622662506600483019314851744323132133805097193684364797976009949250632794515324645433082444084078097749795530261401073160715287435067210368311277101861971430134634752959922858382160333602192478308804070268342071812317039102298985754104508994032132104730866325801944433054549964031785597925499311426479105871421427766840647
0097   048500000   584   0 17:15:14.0   0.36800884538150876209861037305815766058079932202946800241890486748289189893605934951625529165430885499785284020514648687511934310337516195638045166259775255224003149136699208625127861501618277813457818709487346717577832944612732428329537726285025201267571398022384907916389852962506809520191573180228702323463090099267690355062959406931727388129766225896292189165642508016734353392516965491432439144952599422349220392201764287582864451690752184829640178186915772839099271637101065932223441063871755473
0098   049000000   583   0 17:24:57.0   0.36800818340530708914017935391437262651437369630423934980845397525925325965778234670849427706690187569353455920915642891999758828343113718152444934513455794810933056917376203639172671986642771115996149897970948327730509715980287181645098817589445357893397954239811672129963245398470412412952626092051446654249090427730470697963340543972764617114750871318340574978566880368582595331271973615273982876360115211312906084248245040437644913411732512492633987011571133645040137817088315328476071883721590496
0099   049500000   582   0 17:34:39.0   0.36800753148512794829528898863598733224934304647741531357665078224439277531058905812525562334544378815863360936907601062875363149330782582839544061965312671613129720015921735057313961091925129538691427123711988511091413367259528094827625144890186672250507026495638561852449542184960318286170725896713793074208792908330341110175133125620395938922508577397398310015263508390599740164019826440029086276165314930715276104413277386389578791164026586908021164420859041188406430476867684255199266378266107217
0100   050000000   582   0 17:44:21.0   0.36800688936892543528229252599264757340798360675834407294576041140860804829102226811233154302789953482478205361679707387662928576006134905151044147774544776760946641971500367839198354706748600615284135963094004922357350743702534914342830481326199811490156164419505133847798117434816578274986778475784520247588977413146384932994902870060768413513301646923350272087276052691187355987992377824579589324594869113419253659892349337329074798352036842250813996671106418003366306469229748061330101992572865211
0101   050500000   582   0 17:54:03.0   0.36800625681341008789509019002180668900619953977372453525472089544687327292713040701577091728171398855126035161191254170936881449491428886384539705997508723377597831265512686418809673589107156727393636571458332114833576374186578011248132773926551416172883196074049386717629203325890813462606363421455228825882604768757735178861348715776370757699090299062174326771036412234241281426634776340533919471361389869906525853523593183819875284104986844220257056084860690960842885383911133054256727992487637184
0102   051000000   582   0 18:03:45.0   0.36800563358366160116804507544852147823893274293105218085426179795369130418209206892858685701138677379549293302340827096144611801435526980770689034642911252135605624143399585820518977718209527292324041741561791241009864910268206801534096325167704971689018114109409648525579064106319830105973772147992907116342308402702030031101567729160032077951514248563340802234935979164258350116492411579957472179171269049923815114547950287348819021464268207767175798186253098901599777439926444969787089378075061666
0103   051500000   582   0 18:13:27.0   0.3680050194527622743034362812116211845336565079849282652193374195697185568409720571141056910309267033367473895307934298059325514039289177548323249905225099993646394478425707523940083248416467763390796577356448347199822247864728245911396103465670422981341459287750180698761421628749733829285077056153116971371750195702000186514319883329076966431604361878819534239576742049793439495549323597173692705730637684366908478038371089030633031696984497608250803075695667629682643849691977214714656495809530274
0104   052000000   582   0 18:23:09.0   0.36800441420144989042831861939453415503469048252779808341997549561165546609413226281829536546514774607049859306239792727344670347371378758512300637919072407237552749884198987559152931337800611413639952285248775007726801336620994107426073732677936813981283001835217513053288825913653343239694402866619667241548850850769573885994077623768332023633881529801619578970213506334118170146145680463616314188203480494095142468422476505548138987919383523205736906711180831676775911489049938965757925584972620077
0105   052500000   582   0 18:32:51.0   0.36800381761778882325558424911596117443709381879469093707139318869597980088967164158513453298047721639948102770037594212106262878741688599118326362126861623732114423786820135063875422613946590592926943319844879424738091555919069400075864090893192243614222891302435904169860560258991775336277124906058068859138502033146716035178126786193804555028639033481284096143740534906647690470392551237155787788185611310190751191014361405353630607479614575847397547042809676596220254186685978913371781239696102376
0106   053000000   582   0 18:42:33.0   0.36800322949685825025567421570759215135061024843075044319408050207397823832550001415593630982832584980771769763105524792870648312750247894104797333606963621477884943731807859476020193907082776926613592023496761384454442566343104335111813598124138584330283562757051818729541051065084013537469033189294423244033171481630379255173307366766626912834547636548910576450926222441119449215481472817394910806415967369356419462483988431590680717783156564999102080643259246362091694402199874693576494946410458867
0107   053500000   582   0 18:52:15.0   0.36800264964045643066614500880047682553966798230903213451545638530402343862238900722164181761060854876210664098947269792352909506916545848141022472113392387490102356636981707904222786833587278083613134061418877295436805564701239403395618308517122413777956031732426330527176468086366680563189570960006406656111553832482933533182125232595029522338007427605705107275773028522648371527744869472000585691181960568295641286362332953067312365443818591776187259484406666921187165176156464638209351429423767802
0108   054000000   582   0 19:01:57.0   0.36800207785682007917669093690588898598688735010289871220266876944929674977734825045416641998796162222040827286809798118092951263262692031305715898046197643940978444601980908522513312881920464901766193287517542801264314078334577752389796925509337393969842701233694896337827566405695965351285207633526076878079676512087182732808943586349389982715932194442867476598343807102073311835647949605057190982858379566048947759861957775994070321201268073935934968202188269375393376843801880096000001210614544525
0109   054500000   582   0 19:11:39.0   0.3680015139603579329698050732815245412012436733756369125115391953263753733414258614042259193920657032004254642389079084818450165607964531016086103123013477223869586053835407983439429927879418094246263880650409530478799744407611824431186109578313999599552745697136250967067838745286863270264979590547805410257194333390497774342385199989431490914178689990756512177935357329449144128941212437730112943642969375987299962081147151116153035098770368511040540804218596187067721368437732114742419265857646118
0110   055000000   583   0 19:21:22.0   0.36800095777139767146266757386183644545094474361944187478352276219580691579681052235219512421443788013730462797501541847394352551661971073589644429617842783269354237563257782022143223891470245620778781922914311112709780483303070296310473236508432799489675246027172539952567484103263124473896824104353033889951266509959607777147324293571996866668769000823185034104892194106999493954761540007939221639457794974257376349390649994839917608813103738485820079941103858396063402739427898352899551410321387385
0111   055500000   582   0 19:31:04.0   0.36800040911594540502819875700827101839941868679549528607102834088399786616511283936712208861158270187361977993850399108110716588515868302583641726500562995303211261900126297949374111071772514660138321432197433817783798206544792041711641804841992131359875794850994280556172585102512995140201174198884733185478871091450935630326756780165024891939822501862186424579957084497162887700876269879323758642400505758963692845688333687484828403142704024667259714362472769090216011913733798926013633523409237673
0112   056000000   582   0 19:40:46.0   0.36799986782545700157489209545911509741275421649561252556322417958119423538186255840243417817973963122689929667079786055640432240329270031903714347083509490096598317575276078765006005151155798124365604186167006129033456639253545172769630871772067087109635512755740406937587347723131489731802778508268811559352064513953585698532946157718511185795751063243214747425809721587810977654750532533530187371471314562520570414696952450837909277470703601800595481373801368153996978726943264567951664713378310985
0113   056500000   583   0 19:50:29.0   0.36799933373662056850096073786977142907980686123070632764640969464729850356478327737268843151834344883896411991460521828360458178548808075393550461619378483400128966214443572813886031427508440155855039268444649498436143649842293698452456271891795995440957583260984598159234631811332496294628579970541010155798856543068511989241457271243868968251436017059866864506191841270962176521512635897205895023322969946557627298289123785031799934843385737354546913365233347053511509585436791408738377115054403391
0114   057000000   582   0 20:00:11.0   0.36799880669114945253971571986857003490343391051621623930552768062398580875151001958258324124895828842819398345517349970724434709752941014340025167419551927814336846042098726909099837971842038112043773190466376347453763409132179391015413794119855013348162360161788232044604648772017890043973120830547701429973406647541611008789195443915895666601785972844031887049424705239579335098100585775233477929150702746859981594131948846152586318641463136310932947286015446731474652128979018197361362648763637896
0115   057500000   582   0 20:09:53.0   0.36799828653558516168086001053071692990201290782559235345890894392465671138082557366710936645578599378745914089434132755383970005078572600272619664639242746486596886735421098364659443743812141170229545407303394335256570778084604965557087154596924468300512386920776543650858865053044779290596898811616204456096920116684563853293635956968690799030562836925647012456154744238739111361287023553237293412686890231344640499362640833984394995547162792123315201348178211539724071625811593406938486327403568792
0116   058000000   582   0 20:19:35.0   0.36799777312110965196014688089050653924171659298679513451898055799923233240556077942743106997192787177378961120189648068675898667633019324305496576852292803576735807706598447624608165689673836779737792981801125170224722307539706113887641747359196402067086286515287284844635366833524187375314016019637964144575422212214370268143453156274427487978337370863261417770126476628507979044241891711254013944837631467252666600394003302106906520814500792818781665104860360518371709219639012808523770697739074031
0117   058500000   582   0 20:29:17.0   0.36799726630336645770662132040567142394958540090465622049519032314107465170305616009788186454524211290454058952314364150609139896999384807179298143026471825519668990385924265840617044727708471408798659850411236722652913780708243138480652156202193930665796419363988392074165934553572324088247997141845809019365361977149432856377925082008586435400000487950361804305998001432122980185026014596359726038991482480061154580011571298169740995680793656874305566359208974909110688546304720442096193784065254389
0118   059000000   582   0 20:38:59.0   0.36799676594229017704924114706619808876171129523394424621238157952396830868316526786876249836173280469316188801564851027704660538987496144835391904116948499369954917916459308496780140289158404053588094717588335854033381160246518169070338528254713363842865032452273811455347737599045468485853216208706917623808158007388514602617461169949588831652729070888505636864737306044632900721153933504917477081461187117998778922585118671106002446025634040685116255315527405154493815875393349434177401998105494086
0119   059500000   582   0 20:48:41.0   0.36799627190194385531980665603654245187718526906536563226034233247825816447363443889511028857047912644941151567359928504313295973918674511764537423190689170068132674791190581409084268909728150460973739479500088408627345813467447362473442845686164372931407638867423352861803249264770491584865087781018033541474167758820114190839919126684520874858184578699460017866617539653481974580564303391175943481877182838024027005433232689730878626818222265306787795743887339132203827360377428700803659228959874685
0120   060000000   583   0 20:58:24.0   0.36799578405036383763543162537649427954741470110163859565109739170159928866190580629394396286128236029044724048253177134365856600681968313619210734459661507849504467192990380276130595556670981168833747994322823891333892805011629198408865473128967295288168822933504734992225023752564332049738036047085248333462622139571034760993029617797383715108928221122692972077067549668178339951168382761550515855803642862316701927165779419494180208225267368142917106837251668674069124093130334258904408238395020383
0121   060500000   583   0 21:08:07.0   0.36799530225941168857347931678696311349655220289323893448413141145166594512332027377388853745950434504296811848183966069614797811049235413046972945811015224967761285855299797352846223536961091601677399769573358555781583201055116070953380954487277028556180944093164818217665422192604252019390767894705720122134912000229906676481376255817522645201645878604894669801049464430727591165955056059692215751528918974805054741298804482800858515415015831570609280666099402055784365011728740947947150148539485247
0122   061000000   582   0 21:17:49.0   0.36799482640463280162232681448748984460557615693496787112296326065402059908097637479338710739392890889663083890129808685198185328158204642056150468235807675859830990152566025296552100381776768383918958366484228586079876831802741415771109222302154647065215421871225239379685403385116376193146261920477020144955205879726520006290552746542937251285886154046574368444289888787568334280948338433219632182148732540357827161108937643137666949751245374831033300224826726723248412831976270797714434528783535905
0123   061500000   582   0 21:27:31.0   0.36799435636512134414641024904359607575113230730371972023507603191286385439000688360016270765083993420249359479084111312045911218120710942640875340091465485510176534882253950992186980264312636463183852966842642935524220347964682778817651607481205472623349929930250971711269069367896944385186011013870447968800088661837776763071052560995916900017478181615235122641097613474279819324239363821165765192165495036990400755413653204186590020943500880550096390406053876103315810145668187980667744416416056226
0124   062000000   580   0 21:37:11.0   0.36799389202339120507543237071040157861378318304858762831319404164998738995882326670045715143830676656659694833971828688022929918161049856991580551737095422351568515625779545213334247252792322870369479995124372975989694285133668920723232733282112471142271212625957486210901763042348813684743470349700231435526412549053806218066667072096525614711227809623329898041238845170849930193149019135775686339192207879861408115173964461941612217147759634398529288286207105520524730532015046916011142949718326431
0125   062500000   579   0 21:46:50.0   0.36799343326525263253598805594284953401615386066003997021392651951709607979279693997944044706205438335281273001255008977823965813896980966654820944845746623837055858405291133628780365775706261559075194055042254910060436687597688615714879484354055958645493718045282528613801563748681927486051236285472039889966283463169795893217974236530621540933579440794788308508369883439720088748664316262695506510749808996228716346192728604448233106973579807826361618483174511963180265953635996874545744523032338034
0126   063000000   577   0 21:56:27.0   0.36799297997969426729971717756986458643287330596534984794187869636127292621095015785203383161969410875803643301079141988447449447545020330647494548056977003635179065363459488756470312660604363903978233356018252881115890705788755529417511495700255763551766578849403018636553016985933966953705605349373801207691186732533340773911573979781924202792026489380863947137126984104716345278940959226705348696808966126250159414276987873481023706519007593746252568579708307404674537673017867589565562112557992241
0127   063500000   577   0 22:06:04.0   0.36799253205877029532680519403186558293786785587245733495110479575772481196603039817602518962626319663139044617279542467902246205289798177473716339919800351495344519590123578383704785109753422838270461603069279495663831291925515353520777945009125886479130303006952094187784414804709817046335161988762662412141680856686128257905831959718498958411416264944684795581268477002788259793807463770591242251653727198711420733758101071049611832923071037521898676904031081450300170657606888176272438342385480478
0128   064000000   577   0 22:15:41.0   0.36799208939749245893026435862324748926138448343467588767779654374422272394626141421487782376844435001232345429957684050572077574447924063441582898886346543036577795141270919741917497897970974400633949232973741617907556532276827986622241990392681281021311624959077826251700060007401064261765955408777448891163289531706391859431232804815484648347858031513133020214515437517719233586044186345805108752858774260171028905009348573125512324805920083852064965269583096624783485872726211305479186980622608932
0129   064500000   578   0 22:25:19.0   0.36799165189372668126039867907904727128001387218674996768585429568609935118072187820006226109757839549758468521855281438645019185719770745267036124933533049078299691559266249396061147717345693454833358814356548262498448106320792298170030373040769277999500624473678589269503833784517350477415563808245388501941449382149417302291108153127032177656697132367987829854350789355808626172302396013507628493998860999822837428400578839492669813204065122570777555374996195049219640446876293514386863575196286391
0130   065000000   577   0 22:34:56.0   0.36799121944809407298872387152216979142406476598049778699422087023011460250815470022527151004159570004534510376396820992260487000177085540190098703001587344683022358394510422075604091421017700083672360804989999776412113947078902486676092689389050009957390688082211699821084335984896384352717928097834290173164515022334584434445512806454130407620371972142752296991436834170526506356206165052239186520641065504409948681266491089147026590042192036825763906681703222664653339638456570082975849766185387142
0131   065500000   577   0 22:44:33.0   0.36799079196387610332861219787567716758755400865643109680771404902533608410586249884500143809808222077139583685263606871560604467950661344112825481418366784114923133618553091384828764146274488844468485839386197939556552719831793880224972035349394662487391446753338403557283463283060968210744423492006212899896880908091485232457006245815233822756037984678365703451190219584389977137691088383679173581151744049729853012170624875959446019002141150626952967702020514883601673743999263939848999515648187225
0132   066000000   577   0 22:54:10.0   0.36799036934692372993253693829751266860238241443290257746394956203250579885664290609164381818515230447976908383463191484505065447529450077821481716784923148957191183298925723983845331880588483835633905739783160426756744521811310250427080035641234072971346841910962781031825138949231803210049536678263300838180734130563326491672534124398396317851011643209896018270793098608043954072373661863985463332686692960886491988554979584008258522323658694892606649075946356936980021393875477018130624431155490787
0133   066500000   577   0 23:03:47.0   0.3679899515055702938142197993989111497428823537139044628637725424004765755334241107540280611337814347353032562904949588526098224907819104167535274103714689137320006304077874005180655199721437722493037413416895195867736764360392776458150178063638515658759974030688094609507066009339262463246527742024568979049777903286184005563645856459290274478019082460153348914658154006109527778724493876468530331301018932424351846346378873727137395923339647052301548076586550800816752030146898569642591927514583764
0134   067000000   577   0 23:13:24.0   0.36798953835054799631464817836932598121406686084301166049554884270937898997657162649987264677357268692814161970482294181901258298163319404511146471093124866859645111783934182833742098168998700071180271917682384209177184912492625884670627729052801444465589619659290608131944317980082169975451620486313941757495942227372452203208641572045702611191031285902878576003046203610793495433946050919386603457423470418919118375314234636892422926825324193068314872786431573827694368734350070888076782143494014124
0135   067500000   582   0 23:23:06.0   0.3679891297949077853158433769373085674329834667747770528798351454531825439694859066899240299607877091458679575629217710429133702108430454176643255555510258350744207770665528337401249796333208264632227947777714959041737649148158152618244849291535262050429023322526934486704534048456654330757698962217225514791669557195115692582306236601751554430980882088551310027537137833688624634662723697492096141197168760222423752714544763705018046145466023763668800536983272543406548563030851243782594595664864824
0136   068000000   639   0 23:33:45.0   0.36798872575394248745341758706394387061376023048761705490408582103449742516346096588268805929038080542468148002874820002039807090485723666867890562732810797783838891237224016639752112026762308728986664746332108255832706004304747361463789844307524546921010225931978745925335335271345086046051738670931345754377676361415379267630450909420650023905827961107668366143365184619278083991949401847098143918450875471674626986306640797711325817169240345859793023306087782955660113384003297665669900217687436454
0137   068500000   656   0 23:44:42.0   0.36798832614511303203266363885608914131621592910144161963418286549525563224078184424601315496605445307144549363835555185816713427029441494860042970431368713658463588310406944214720435217010591840916562014008834115678397152857022841573702853360512128120703112113461778994574595678975497382237996206613952155636497733247686342617634771085253934528154891657484608020070392271103670889185237006408048021558082532933408190060427701873713646738361821759942880556201508303899987056851194119738281358534613576
0138   069000000   656   0 23:55:39.0   0.36798793088797762075410654823045052034085529776792435002870808472546569303054020737193211943469417996552153611428489422091894469780567398909586059450723380832048331086245928713069622256938384542253469561930058568354007392346253055717508053446047458872106704599489177000708052153520056336666702881153780003364019287127162652949629062766262521355884225770562284285903132552007220506156127936718480953474445292491965444026906648630518453763712587187722991861426189439937083128277624858018118929310119077
0139   069500000   619   0 24:05:58.0   0.36798753990412370524094176230068512342186110630759966647073854420634781353219179572061525858994050642379315774347939854281245810052042284220261421974426056454029755627836838379224470948696122028640348639893123697089521178462751058897253098437527521927809189865886836120517215898834440095047434572375454550324676410309789365499467521397777155973441154461648756864313446706669350092611049266096463346118256907529365258299611291667283209226315978730404508567396407260843316293587612638838757122112422108
0140   070000000   622   0 24:16:20.0   0.36798715311710264176758101103839321269091744147818965411260121766464205134690977896198480844965238048338136541353879040506314568807468131562236919356600261093439041044965941324552435729558089194875142890869227246875267222683881992002567475149885668957425994752396088003593267883978453926837808512046758797959310097427835426298659496011393177868436534710049785472061196536194321442550122492134512791485006779408552851573069270561947175865918707773224729104902406379649310259790539078478109512853257276
0141   070500000   605   0 24:26:26.0   0.36798677045236689954800183855104908024301458889955847649981768869622315899638103860319777909945101049443379481502814018946134038803883558977997075191954298340342555656385905076598690211292278389614737484302079128774883547291316661226657290026222270788424003968595438412575223651800156896768325895525335860268492681731158976121545129857320597826659071141259906930180938258923378013864673483094580620584411894407651994208989909190631633605382080907594472525887862688929221753122506152677928299356454116
0142   071000000   693   0 24:37:59.0   0.36798639183720970548473166034887798036125504447335332658595978251511263655683538185611609972500827866829899612327298095881469759450871655305406940215923365099044305237621667797635229201788365012378643767941423063822147940574291559715337720719087827198981002139179955814725011777430399838187346442510194781107018985903661834623968203214772902442575255587525556829831984739833042075328145141607658800723057631598236620744853267829614433754018730719918557710874241205992644702210575455220574849963920877
0143   071500000   612   0 24:48:12.0   0.36798601720070701443186671507432787984162479981074417232237817628093895157383881067916914307776417778516460573037178678015985683013991404822100398195647329801669419970775575558315499934844459878576007356502391926931518444989791362441499425034253729684817430441425250039619227839726261453033822910944416951813521581869953320291424927228418104118866945273599709788232155294464224931922764760804430579264524707758848663982418214259723912411993694821447112499117576471286622159302340510021218564430762282
0144   072000000   614   0 24:58:26.0   0.36798564647366169981427681087991332240338515349521373883417175850812881937016054632610694530897598541716440464489101334501284053613602582083544618122136011565292474620520436722795437180121417113403001410210910928010648024648362077491616052693014354162261633166096421642014082702404290013994554504794088782334640193978440558228394138031826409221756054974135129205355672541047296485795033550990493696348044959284204322328103407308400069784793492782329895712016870012392042152222620352330731192528090067
0145   072500000   614   0 25:08:41.0   0.36798527958854986489395688439939863306736655780916956715856451268179102072293943414415442677160120354638504125863408699097760373155407613227839030106831911400141169088186631638315525207482766342878034450544186926358780911600874714623698427605261743516740309166541223608029350522111558267928198772364885624713730961235301735677527389909003968465427231402556462078794933909561253011420306962084396367821109183105607704001661349851962999045113922201490611413744173341656738926901496684888413767404397981
0146   073000000   630   0 25:19:11.0   0.36798491647946918010551435725772865453295399797856829572018868614697440797685479402904617465567242947622260757428530492418209390731437607770715568997324893615553966949421538092781827669054501797033508265472848986616372903783414121788183005366605928445757582948338817155404421477081811254089301116783953542959185470059140698848716983734464173338244367347982220256371784149866216482606599116057033064860689800848223503440495810828576707641795388125943040610346033130905164851095278768359505933579058706
