n    tn     tn+1   Sƒn                                Sƒn+1                              1 - Sƒn                            Sƒn - Sƒn+1                       
408  05.45  04.51  0.6767889991905299273966534201400  0.6312386959054905322119566335400  0.3232110008094700726033465798500  0.0455503032850393951846967866000  
410  05.46  04.52  0.6767884518993362297223370660500  0.6312392037080770679224883679100  0.3232115481006637702776629339500  0.0455492481912591617998486981380  
412  05.71  04.54  0.6767879112475884140209814177100  0.6312397054446078348277637815000  0.3232120887524115859790185822900  0.0455482058029805791932176362020  
414  05.56  04.60  0.6767873771231434076867117255400  0.6312402012161917319588155805800  0.3232126228768565923132882744500  0.0455471759069516757278961449630  
416  05.55  04.60  0.6767868494162821990656198067900  0.6312406911217788296752928545200  0.3232131505837178009343801932100  0.0455461582945033693903269522710  
418  05.58  04.59  0.6767863280196432240742865360500  0.6312411752582165469505071087000  0.3232136719803567759257134639500  0.0455451527614266771237794273470  
420  05.63  04.64  0.6767858128281636354017791745700  0.6312416537203046074111512098200  0.3232141871718363645982208254300  0.0455441591078590279906279647550  
422  05.63  04.68  0.6767853037390165749087600488500  0.6312421266008466647079444555800  0.3232146962609834250912399511400  0.0455431771381699102008155932710  
424  05.84  04.68  0.6767848006515559955431626804000  0.6312425939907028160646973447000  0.3232151993484440044568373195900  0.0455422066608531794784653357050  
426  05.71  04.69  0.6767843034672578195198866524100  0.6312430559788377859575803086000  0.3232156965327421804801133475800  0.0455412474884200335623063438100  
428  05.75  04.73  0.6767838120896686460170599275400  0.6312435126523701089951146059300  0.3232161879103313539829400724600  0.0455402994372985370219453216120  
430  05.76  04.76  0.6767833264243493518463878899600  0.6312439640966182041736942665000  0.3232166735756506481536121100400  0.0455393623277311476726936234630  
432  05.94  04.75  0.6767828463788269077738846135600  0.6312444103951461160662006477600  0.3232171536211730922261153864400  0.0455384359836807917076839657960  
434  05.82  04.80  0.6767823718625419759931105545500  0.6312448516298068135199628159200  0.3232176281374580240068894454400  0.0455375202327351624731477386370  
436  05.82  04.85  0.6767819027868037240480703076200  0.6312452878807852663101130019600  0.3232180972131962759519296923800  0.0455366149060184577379573056530  
438  05.86  05.01  0.6767814390647396427524995488000  0.6312457192266400785030100451000  0.3232185609352603572475004511900  0.0455357198380995642494895037090  
440  05.95  04.85  0.6767809806112528026034169670300  0.6312461457443429013736135857500  0.3232190193887471973965830329700  0.0455348348669099012298033812840  
442  05.93  04.89  0.6767805273429766677040220201900  0.6312465675093182904120681087100  0.3232194726570233322959779798100  0.0455339598336583772919539114810  
444  05.92  04.93  0.6767800791782322411549444041100  0.6312469845954808977950278858800  0.3232199208217677588450555958800  0.0455330945827513433599165182380  
446  06.01  04.95  0.6767796360369862096462156841900  0.6312473970752727758792843815200  0.3232203639630137903537843158100  0.0455322389617134337669313026710  
448  06.20  05.00  0.6767791978408119746291049523300  0.6312478050196986822939493322300  0.3232208021591880253708950476700  0.0455313928211132923351556200940  
450  06.04  05.01  0.6767787645128492401980224713000  0.6312482084983611629880329019200  0.3232212354871507598019775287000  0.0455305560144880772099895693830  
452  06.17  05.19  0.6767783359777655993738676443200  0.6312486075794941919880898240100  0.3232216640222344006261323556800  0.0455297283982714073857778203090  
454  06.14  05.03  0.6767779121617206739003336224400  0.6312490023299957009328409185400  0.3232220878382793260996663775600  0.0455289098317249729674927039010  
456  06.22  05.17  0.6767774929923298099510020620100  0.6312493928154596645185847592100  0.3232225070076701900489979379900  0.0455281001768701454324173028000  
458  06.32  05.06  0.6767770783986287730371600446200  0.6312497791002071867438871777300  0.3232229216013712269628399553800  0.0455272992984215862932728668960  
460  06.23  05.16  0.6767766683110403302947588599600  0.6312501612473160328420362930000  0.3232233316889596697052411400400  0.0455265070637242974527225669590  
462  06.28  05.11  0.6767762626613406107267678635200  0.6312505393186506053027073903600  0.3232237373386593892732321364700  0.0455257233426900054240604731600  
464  06.23  05.12  0.6767758613826284630476948223100  0.6312509133748899214921834754900  0.3232241386173715369523051776900  0.0455249480077385415555113468140  
466  06.28  05.15  0.6767754644092921489928471601100  0.6312512834755551471843659783200  0.3232245355907078510071528398800  0.0455241809337370018084811817970  
468  06.30  05.31  0.6767750716769811436535064785800  0.6312516496790371300917854569000  0.3232249283230188563464935214100  0.0455234219979440135617210216880  
470  06.32  05.18  0.6767746831225752712768439778300  0.6312520120426218239728655135000  0.3232253168774247287231560221700  0.0455226710799534473039784643330  
472  06.35  05.19  0.6767742986841566166233974399800  0.6312523706225162678506990232500  0.3232257013158433833766025600200  0.0455219280616403487726984167240  
474  06.54  05.24  0.6767739183009825465475728378800  0.6312527254738730109195898876300  0.3232260816990174534524271621200  0.0455211928271095356279829502450  
476  06.36  05.26  0.6767735419134561780651893059200  0.6312530766508145374515947878500  0.3232264580865438219348106940700  0.0455204652626416406135945180720  
478  06.49  05.36  0.6767731694631022865138447741600  0.6312534242064562484131329256300  0.3232268305368977134861552258400  0.0455197452566460381007118485280  
480  06.88  04.93  0.6767728008925413263341397396300  0.6312537681929295541038982264600  0.3232271991074586736658602603700  0.0455190326996117722302415131710  
482  06.45  05.31  0.6767724361454631187839936501400  0.6312541086614046337288641552700  0.3232275638545368812160063498600  0.0455183274840584850551294948670  
484  06.57  05.35  0.6767720751666038703220351635500  0.6312544456621105304350294318300  0.3232279248333961296779648364500  0.0455176295044933398870057317250  
486  06.72  05.51  0.6767717179017225248571776319300  0.6312547792443579108834228463800  0.3232282820982774751428223680700  0.0455169386573646139737547855470  
488  06.76  05.42  0.6767713642975766719089847356400  0.6312551094565583831297317374200  0.3232286357024233280910152643600  0.0455162548410182887792529982110  
490  06.58  05.44  0.6767710143019014523702026053800  0.6312554363462449247279550945700  0.3232289856980985476297973946200  0.0455155779556565276422475108120  
492  06.63  05.44  0.6767706678633866879124525439700  0.6312557599600912006110320362500  0.3232293321366133120875474560300  0.0455149079032954873014205077200  
494  06.67  05.47  0.6767703249316560087933680733800  0.6312560803439307699491678249600  0.3232296750683439912066319266200  0.0455142445877252388442002484220  
496  06.67  05.50  0.6767699854572465367752442944000  0.6312563975427749607405303322600  0.3232300145427534632247557056000  0.0455135879144715760347139621440  
498  06.69  05.53  0.6767696493915881239544773961800  0.6312567116008311884911563538500  0.3232303506084118760455226038200  0.0455129377907569354633210423340  
500  06.72  05.53  0.6767693166869848120370534161300  0.6312570225615204977387406870500  0.3232306833130151879629465838700  0.0455122941254643142983127290790  
502  06.82  05.53  0.6767689872965936270787778994400  0.6312573304674943264203079706900  0.3232310127034063729212221005600  0.0455116568290993006584699287480  
504  06.43  05.58  0.6767686611744089253406286843500  0.6312576353606516033067919124700  0.3232313388255910746593713156500  0.0455110258137573220338367718790  
506  06.85  05.61  0.6767683382752404108728683240800  0.6312579372821541801030775786800  0.3232316617247595891271316759200  0.0455104009930862307697907453980  
508  06.84  05.61  0.6767680185546997018164461223900  0.6312582362724434847933707715100  0.3232319814453002981835538776100  0.0455097822822562170230753508800  
510  06.89  05.65  0.6767677019691805684331598058600  0.6312585323712551765851230811700  0.3232322980308194315668401941400  0.0455091695979253918480367246960  
512  06.88  05.71  0.6767673884758417246487738339000  0.6312588256176344669867717129800  0.3232326115241582753512261660900  0.0455085628582072576620021209240  
514  07.27  06.65  0.6767670780325919510644894216900  0.6312591160499507747516645395100  0.3232329219674080489355105783000  0.0455079619826411763128248821880  
516  07.84  06.71  0.6767667705980736636561800878500  0.6312594037059118257104728400000  0.3232332294019263363438199121400  0.0455073668921618379457072478540  
518  07.04  05.91  0.6767664661316471486074419772200  0.6312596886225778636259065024200  0.3232335338683528513925580227800  0.0455067775090692849815354747990  
520  07.82  07.13  0.6767661645933750191872491086500  0.6312599708363746398021021377600  0.3232338354066249808127508913500  0.0455061937570003793851469708900  
522  09.91  07.56  0.6767658659440085600067504856300  0.6312602503831070688278259694900  0.3232341340559914399932495143700  0.0455056155609014911789245161340  
524  09.05  08.84  0.6767655701449719618523204189800  0.6312605272979722181858619478600  0.3232344298550280381476795810200  0.0455050428469997436664584711250  
526  10.06  08.04  0.6767652771583495541207753376500  0.6312608016155715207062826266300  0.3232347228416504458792246623500  0.0455044755427780334144927110170  
528  09.51  08.63  0.6767649869468709278308438115300  0.6312610733699232090643249648600  0.3232350130531290721691561884600  0.0455039135769477187665188466780  
530  10.40  08.19  0.6767646994738980570360808997000  0.6312613425944744172113587410400  0.3232353005261019429639191002900  0.0455033568794236398247221586640  
532  09.43  08.70  0.6767644147034121981931775735600  0.6312616093221125046497377297800  0.3232355852965878018068224264400  0.0455028053812996935434398437790  
534  11.50  08.18  0.6767641326000018997532947651000  0.6312618735851771578637681159300  0.3232358673999981002467052348900  0.0455022590148247418895266491740  
536  10.25  07.98  0.6767638531288491243742555525400  0.6312621354154706043715350460800  0.3232361468711508756257444474600  0.0455017177133785200027205064540  
538  11.55  08.80  0.6767635762557173695341816710400  0.6312623948442691590443587301700  0.3232364237442826304658183289600  0.0455011814114482104898229408720  
540  10.37  10.66  0.6767633019469416755242718863900  0.6312626519023337712255283804500  0.3232366980530583244757281136100  0.0455006500446079042987435059330  
542  10.80  08.39  0.6767630301694148586832966429900  0.6312629066199200167375238379400  0.3232369698305851413167033570100  0.0455001235494948419457728050470  
544  09.69  10.22  0.6767627608905768532565616624200  0.6312631590267884229561445863500  0.3232372391094231467434383375800  0.0454996018637884303004170760690  
546  10.48  08.46  0.6767624940784043863217789294100  0.6312634091522144608177313784800  0.3232375059215956136782210705900  0.0454990849261899255040475509300  
548  10.89  09.86  0.6767622297013988763580982777000  0.6312636570249978706925730875800  0.3232377702986011236419017222900  0.0454985726764010056655251901250  
550  10.00  08.45  0.6767619677285779955511202388100  0.6312639026734724323475234086800  0.3232380322714220044488797611800  0.0454980650551055632035968301350  
552  10.91  08.71  0.6767617081294637904065325528800  0.6312641461255149577525003223800  0.3232382918705362095934674471200  0.0454975620039488326540322304930  
554  10.76  08.65  0.6767614508740723566759811546900  0.6312643874085542838869855586400  0.3232385491259276433240188453100  0.0454970634655180727889955960560  
556  13.00  09.05  0.6767611959329054016620830225300  0.6312646265495799324796166729300  0.3232388040670945983379169774700  0.0454965693833254691824663495930  
558  10.88  08.29  0.6767609432769403632335070142300  0.6312648635751511028146865101000  0.3232390567230596367664929857700  0.0454960797017892604188205041280  
560  11.35  09.89  0.6767606928776200847508448532600  0.6312650985114043322710131178600  0.3232393071223799152491551467400  0.0454955943662157524798317354000  
562  12.21  08.07  0.6767604447068450435054387526200  0.6312653313840626001507416731300  0.3232395552931549564945612473800  0.0454951133227824433546970794850  
564  10.89  07.70  0.6767601987369632476898573258900  0.6312655622184423220843996205100  0.3232398012630367523101426741000  0.0454946365185209256054577053870  
566  08.44  07.68  0.6767599549407630199482355237700  0.6312657910394621207927912109900  0.3232400450592369800517644762300  0.0454941639013008991554443127820  
568  09.13  07.30  0.6767597132914622282129357699900  0.6312660178716495984474477154400  0.3232402867085377717870642300100  0.0454936954198126297654880545450  
570  09.38  07.95  0.6767594737627025125448199105400  0.6312662427391493302764047257400  0.3232405262372974874551800894500  0.0454932310235531822684151848080  
572  09.46  07.42  0.6767592363285394041483300497900  0.6312664656657301920361646807600  0.3232407636714605958516699502100  0.0454927706628092121121653690350  
574  08.64  07.68  0.6767590009634352199441309494400  0.6312666866747921323721470798800  0.3232409990365647800558690505600  0.0454923142886430875719838695660  
576  09.76  09.02  0.6767587676422506248741228773700  0.6312669057893733892683485464600  0.3232412323577493751258771226300  0.0454918618528772356057743309060  
578  12.32  10.13  0.6767585363402379705632938566800  0.6312671230321573734300955038600  0.3232414636597620294367061433100  0.0454914133080805971331983528210  
580  09.44  08.71  0.6767583070330334127362448271000  0.6312673384254789965552845387700  0.3232416929669665872637551729000  0.0454909686075544161809602883290  
582  10.34  07.13  0.6767580796966490286337148063500  0.6312675519913315547171350772200  0.3232419203033509713662851936500  0.0454905277053174739165797291210  
584  09.48  08.00  0.6767578543074669328305503768200  0.6312677637513729456131272854700  0.3232421456925330671694496231800  0.0454900905560939872174230913510  
586  09.97  08.30  0.6767576308422315056745333095000  0.6312679737269318858139399708300  0.3232423691577684943254666905000  0.0454896571152996198605933386710  
588  11.56  09.31  0.6767574092780431760374426630700  0.6312681819390140169900860200900  0.3232425907219568239625573369300  0.0454892273390291590473566429860  
590  10.28  09.39  0.6767571895923512048653947204000  0.6312683884083079011162453753000  0.3232428104076487951346052796000  0.0454888011840433037491493450940  
592  11.65  09.50  0.6767569717629470238406952375900  0.6312685931551910156755980096900  0.3232430282370529761593047624000  0.0454883786077560081650972279020  
594  11.58  08.40  0.6767567557679595724451360183600  0.6312687961997348606857372033100  0.3232432442320404275548639816400  0.0454879595682247117593988150470  
596  10.36  08.33  0.6767565415858467492427053002700  0.6312689975617113979922123689900  0.3232434584141532507572946997200  0.0454875440241353512504929312850  
598  10.44  08.30  0.6767563291953911930320941792100  0.6312691972605978252275349404900  0.3232436708046088069679058207800  0.0454871319347933678045592387210  
600  12.35  08.63  0.6767561185756930663970365458200  0.6312693953155823489709064233500  0.3232438814243069336029634541800  0.0454867232601107174261301224760  
602  10.50  08.59  0.6767559097061653927696056598500  0.6312695917455691807518292080200  0.3232440902938346072303943401500  0.0454863179605962120177764518300  
604  10.90  07.36  0.6767557025665271730474614742000  0.6312697865691836440760198456700  0.3232442974334728269525385258000  0.0454859159973435289714416285280  
606  09.73  07.72  0.6767554971367992777686595218200  0.6312699798047775034959272488800  0.3232445028632007222313404781700  0.0454855173320217742727322729480  
608  09.44  07.71  0.6767552933972970086173859272100  0.6312701714704332944805287297600  0.3232447066027029913826140727900  0.0454851219268637141368571974450  
610  09.20  08.49  0.6767550913286275449110007684800  0.6312703615839698745304531257700  0.3232449086713724550889992315200  0.0454847297446576703805476427080  
612  09.45  08.00  0.6767548909116810618158410761700  0.6312705501629464199808694502300  0.3232451090883189381841589238300  0.0454843407487346418349716259400  
614  10.84  09.27  0.6767546921276295091018937455400  0.6312707372246674220050977055500  0.3232453078723704908981062544600  0.0454839549029620870967960399860  
616  11.20  09.76  0.6767544949579193946931354730600  0.6312709227861870164844049213600  0.3232455050420806053068645269400  0.0454835721717323782087305517050  
618  12.13  08.40  0.6767542993842663445747120931600  0.6312711068643137579670110426400  0.3232457006157336554252879068400  0.0454831925199525866077010505250  
620  10.08  08.72  0.6767541053886524382576794778300  0.6312712894756142834040701927700  0.3232458946113475617423205221700  0.0454828159130381548536092850550  
622  11.57  10.19  0.6767539129533194364185533231600  0.6312714706364181971309790242200  0.3232460870466805635814466768300  0.0454824423169012392875742989420  
624  14.38  09.73  0.6767537220607658943194451239800  0.6312716503628218456256604440600  0.3232462779392341056805548760200  0.0454820716979440486937846799260  
626  11.20  08.53  0.6767535326937409445591242729300  0.6312718286706925363560571895500  0.3232464673062590554408757270700  0.0454817040230484082030670833770  
628  12.45  08.93  0.6767533448352418545823638851300  0.6312720055756722015161130912000  0.3232466551647581454176361148700  0.0454813392595696530662507939270  
630  13.05  08.98  0.6767531584685080314756078223600  0.6312721810931818389178715733600  0.3232468415314919685243921776400  0.0454809773753261925577362490000  
632  12.21  10.39  0.6767529735770174692532918925300  0.6312723552384249536828519922000  0.3232470264229825307467081074700  0.0454806183385925155704399003300  
634  12.87  10.17  0.6767527901444836402333748992500  0.6312725280263911109557284362400  0.3232472098555163597666251007500  0.0454802621180925292776464630150  
636  13.58  10.37  0.6767526081548482785876785783300  0.6312726994718603767964282269500  0.3232473918451517214123214216700  0.0454799086829879017912503513800  
638  14.34  10.54  0.6767524275922813803418875977500  0.6312728695894057606707860941200  0.3232475724077186196581124022500  0.0454795580028756196711015036270  
640  14.53  10.66  0.6767522484411750971489141193100  0.6312730383933978783872476014900  0.3232477515588249028510858806800  0.0454792100477772187616665178210  
642  14.73  11.16  0.6767520706861394064191017605500  0.6312732058980075056098257846300  0.3232479293138605935808982394500  0.0454788647881319008092759759160  
644  13.38  09.49  0.6767518943120004459856886569500  0.6312733721172094636386873389700  0.3232481056879995540143113430500  0.0454785221947909823470013179760  
646  14.51  10.36  0.6767517193037946299227769486600  0.6312735370647858390569240327700  0.3232482806962053700772230513400  0.0454781822390087908658529158850  
648  14.80  10.62  0.6767515456467675383223081553300  0.6312737007543290923550216575700  0.3232484543532324616776918446700  0.0454778448924384459672864977620  
650  14.09  10.18  0.6767513733263670339113105001100  0.6312738631992452775776314410900  0.3232486266736329660886894998800  0.0454775101271217563336790590250  
652  12.83  08.53  0.6767512023282433730742013722200  0.6312740244127573729926439227700  0.3232487976717566269257986277800  0.0454771779154860000815574494480  
654  13.11  09.87  0.6767510326382433216707568135400  0.6312741844079078346041455915800  0.3232489673617566783292431864500  0.0454768482303354870666112219620  
656  12.25  10.35  0.6767508642424084897015745809800  0.6312743431975622598884001490600  0.3232491357575915102984254190200  0.0454765210448462298131744319110  
658  13.21  11.01  0.6767506971269711124605805707700  0.6312745007944118302845026846600  0.3232493028730288875394194292300  0.0454761963325592821760778861060  
660  14.38  09.73  0.6767505312783500537321401679900  0.6312746572109761977742437011300  0.3232494687216499462678598320000  0.0454758740673738559578964668620  
662  13.17  10.04  0.6767503666831498065903360839000  0.6312748124596065935065780649900  0.3232496333168501934096639161000  0.0454755542235432130837580189110  
