   k     k*nj*ni   tji        t total   fn

2015-11-01 17:24:21-01:00
0320   160000000   560   0 08:56:45.0   0.36795068416491612296858908474410851457204633895638971786967266175915213721872616418675549377289292821165948678061784244223709721620832894152371839775383426671129005882160120576568346182797730595800176643435494771015293628697078245785828738248919366188849524772291167574503079594558194358266034639508929830760925528330337448523437864649072067746091219368853031817699335987273185726822707103718460961008049503717737830699482692687545681731708335147420806743210371270341499413512539649860741829045536713
0321   160500000   560   0 09:06:05.0   0.36795057310260150029780424356229363241099142821236267846423448622317615438393343337349167207977541713565554520596257498478066239159910693855997150448642088092913241505432890327212464855122179727407832757326886595394052283833749429634548130280348258325919374989771860733249931148126649218807044162179839584509396480776405106304454492249542398026280030918609568386502003543031308297510725362063654771394086203142765654999838764322374670838626748821239034005861886227735166284387894424439350479907605807
0322   161000000   560   0 09:15:25.0   0.36795046255807703451063633889399264388366642649991592883261576403594774543419787923424096390809322570541588754305423896768004772377083063160962735983757665918826295887666235497692630822395954922370861047989130849413859065009352745143178246202657029466998481668551519210287274327440419628558386791896696738288556257947873963554988981669366960915789529217984333094890999405587591005500044700104452228392965583844193158422863005730837354885351346992833446288248463100046020852183896478998055918458249461
0323   161500000   560   0 09:24:45.0   0.36795035252733184929648371539343292095666560512702199556803982700202721586884438919395926710449041233019257934600663612020268404637418013408280329285344629337808800772119603913291794268164944832772994445254431003949427815398185383578433386959249126165478070257922796010573852951882812864340314770383962050160353833574453541992090222676156598231813930487518669100135650377740215666399623265570820576533849939212663584876754359619167565790239045007438946271383133261214564010079569140310105160960249831
0324   162000000   560   0 09:34:05.0   0.36795024300639843019594347195795506595244965471370912512099838026432812843542690652089682051352083350448583471513201100711769962582982374928603896218998023114618246137289322114989682766232042055105072694633137625166264851757608804471718379803603002610623324865842343448697543885706292888389900278505522604131383031722485643072748245949223010798928558141563157787697918432156723779040815347800749890005829426372969888494500980700925497658121557611585112533720029366050864336609879201397459795227898507
0325   162500000   560   0 09:43:25.0   0.36795013399135202373078793231077528695713332724808452998424276123699707842866119245250138161145623621296214023605418833998568242806066957755028035367080417561067041592473102053139399653559395063559552805791300993781575561744853020644627812709709768883342405394819103959797394059207368672487646576956969842256699867214017108065668510092141477585719210989359447897837016870095600285950344973663444572810361760405090888192080159961311196350552013563669186502788151797880770050845145270026414985420348169
0326   163000000   560   0 09:52:45.0   0.36795002547831004667930327883244911672948921051885585079306389811063097086755644140710224502771446999919585736528314314827049037738583290286170105491593270853103840580639715666713399470849958358389456103231866884860461841535043599570097951863931925211708154005086557225796760917493485175363531468118407087672123986136547983142969866962144775540833408485129069943869648835141699841287341366446489174690089452077596948312814765836084066643651435230175330445061295866143077317877166328368865062961783485
0327   163500000   560   0 10:02:05.0   0.3679499174634315052951659695646587405731983156219221448698264175354065146721500640392841901002109489516764386903194774380238290544176744326148308338220788442999248908082111954063015491440590330034666945866544967662441398401203060233226843251196013192562536555680049503815062433916163503763430256780060525016733358836416464218321188034853929305567126813220409966461236458050165396732994339525770120751050292095431560893843428682778267929740919052111153825661269920986893313114313091436480491643430308
0328   164000000   560   0 10:11:25.0   0.36794980994291642427265105015664987412768513426584292461534405457570508819744952073409851199337689272701810068662303279035726928367407310603395665354904285854608314571110634164044152580160832015910143974202624549415538426146099172314532355124729157570933990031042991744408758775304249846724809767842762992337767800377370967168365225434164217835057646955332154768763529211161734971710337961204731654305496186410885072975008980284437039234597644949525142864327883088266715288400557415558489837985283286
0329   164500000   560   0 10:20:45.0   0.36794970291300528526546554876201054162070332159697895461774025906689016695601950182424091679589309250941945311021500439630199071112388916859148894585632406875689469315318916407425950320790766273629738620041711377046005881915512571590978887727595070625306254244552636065667210283874161282395242350893880270868561243824677807491862110034480033850511790147022421442185392064292572639194854660750104509388368995817238982994591714390390283753272419396254991662554748869039564860162965794626652118181213116
0330   165000000   560   0 10:30:05.0   0.36794959636997847477088324290993349674668613778970046729714391682699811382569603818142308551432396800521842317224417908442289408262277723513985523322116585970470518699788224629734182625977821911835088096218035004394023403811017413867055594209893965325077297432691236522182995192658709645029743412358829632034613292771188531926289266224063611947419098336941600090262928135403373019360661671584989790149449421125529263859401391864749045276707541832031182686801153057462744192429149200416930363511367784
0331   165500000   560   0 10:39:25.0   0.36794949031015574119512754433850382437120541426091542712295764225894089431267044802910298272042128755795705030944338638630409739955881130825191723360669783105042457310112496571774772394927458685102659044427412537482492969233866421848663395265553598005420084847198121677298661117578946621253401320316246521117804096742799048588032811460121390241150148120696076329496438598084676196601031070915017052197529787191501355569626656692248225544054153909784333812323734392799922628264043660053491576560057197
0332   166000000   560   0 10:48:45.0   0.36794938472989566092011028642137517294371510581766588833033318294723652884035566739832565416259187649447500545632846627711310642711389813348403474867169065598656225982089655210189523850684381326980460377424184473476771100682516803376423104153230062228265094408837002233579966380480638823276496707772829582722312601400089893583843317505841050796687300371632375524996935010410203834786371915047667853778984842842253459126143161617864967519208834199091990717078281244891505987496223431915351081248185226
0333   166500000   560   0 10:58:05.0   0.3679492796255951131956889430864430289052057374938605166437318767529880656996907913486584730613844812698416538476410279237386570286661802338718014573914276258455684128429835411203331104430974212767887828296860089405773545663461984520033368821939304662753819462405229618331593244365235832762400823301018357724037357795888598881049952550382839172682140378841248463118925266764926662013196542862984796340815771519333608181852607867036296720997506340258806178906506445151437841481576106987232513842984079
0334   167000000   560   0 11:07:25.0   0.36794917499368876368555628367576767378235161722218748702982776759906530923178494154379703887481018378778901767662608920012805160155233581835157808758859498085061719999588178250583008218270577762832077915924678383536476071119439060670800068084481134573449514245058327170587271040796532041017060114569436805882726743477973145429836091282420559612470817532997669992351984506025445596186148277503099131127995449480455343990028129736783891734628615317051570536741433693874886593390018444461676777926044144
0335   167500000   560   0 11:16:45.0   0.36794907083064855649872760578346574712061626218076259583556240189645337426649875298472400785555459998785980554917115775813293521780242857817582354237897531541727140518996319319544056282800753460066954621215559843432372234793716665784549612971665867721969632994944086816317846768974296287002731438510557309485737896634212452764098601517986437967155683358413523320899654012435359550929573380664926566276827367175709274453125821550489214856626880496978710835068479810084181641975338024270375067203015592
0336   168000000   560   0 11:26:05.0   0.36794896713298321454234432683020991476348897129540107524410886869212172496184484740672309145341220380971205598153773495038465545164032300527450946237631186267844719227424278751648802548664827691475572279365732939726889586428770492560224186285253130544288978649720539947625520426750934635423953761522550012384441905967816076307804114737109427424292131434481115052388512105927230337430324588168426355502304362537476239965133202753558860955077533631284152046709453072211683473830789465990245717232515436
0337   168500000   560   0 11:35:25.0   0.36794886389723774803517160556128682231388985009943391020324201398838323959900313069116938306673534223854547473473815506801618173374294079972925051428813283189444197126823317862846570969677036178241690199266788922146463988401199694386922405259031422303992006635544235516011703109211438259914189663107718901379759807470455630408229501386609969053848266574069091537350108758310480507208265847191202101204599832990598703970763926362055688270546755169197129540513598476533293030986813007621816472614974267
0338   169000000   560   0 11:44:45.0   0.36794876111999297102473447185035227295880573310482831787163086566927151499884426706457083301295519480265491374803193400154691716814748691451188281021248976068297739319419735747548423212932956208994674820908896198922735084109389160166363129160194555861039915474898885157761534321625052080438505085992121316545683170550488758194732308796888399147974727568165748000613649797017485025935645521427630650065604865346983007707628546890059169066458723194473311680402834378131436699198336023010626263546932965
0339   169500000   561   0 11:54:06.0   0.36794865879786502575451424960514942280341764321869844534140905741261904124575334945513758768684952108638613402826602216922106887982564720550765132534993318716075030585329171254922487222037749019627440014031930454681460819322271438801172540327308573118317705028302199575643495386767156972551930999781233627339518884597283925201392578317643516900053558522607688126748318959546101404280354046365811322126481862927100605464525589881375727502848189928660180443423563032971252588861179817052564018169389548
0340   170000000   560   0 12:03:26.0   0.36794855692750491473101736584436370376886844716700448247690212494633792976543877532860474663054921252437253055697407337331330019451844936251593719059181276444547840878774212743848807473739216875814915897631746776766301414878689818771542160703548997202350775396706853113205703921358286843663989772538373084462983890258631740818506934607241312296455084294622836591821238735424171865119057605204339508249670319135738075142579439528819473100802433974562556259106744668238666015388521743132125178548544053
0341   170500000   560   0 12:12:46.0   0.36794845550559804034383437466773671256464523085983334361576855097341613702805770985460732573732275593405044677321515830764637407067835871460529979859645663627846982191925743926594456871956545778138915325419897349874506799333953232564019741182481416429229833844384773665587465283511851699604704147061617250001165595763348901171599773314897638264288578350847185746758428442162374475626362422433468485428711432758357312440882108534709850427440743979491508849988765096222601427843256930860242597753215655
0342   171000000   560   0 12:22:06.0   0.36794835452886375189503053887233504751578961775509757981819812908881275476803439454955288872924267575571530426238684692730320695385038559828417587499477629291543206783987735206132393847527887310980410834568786731479434028421505692807037450088863823611893764092647584253471080959565207156249052713362691130830008358517106039523690826775580955273170175552638014701218617482898185751036913506450005882099339540145491754352376209522657129040546858709637229121972160151451404796047568531751408270131191288
0343   171500000   560   0 12:31:26.0   0.36794825399405489989735288335124271586616837902421560479494412831812822694176118684403370792609885179794713346253738166732735605796781355900742177964031026431980282314008747901150542294065944529305584719428159172962618460155992918051451710008417233682378767477672122996013140533768562671576601634186663941791623758529743105072975309647687521440106236443941136579857376186649642797371436830618980978507546340510906251850830799776747959019407343166157370499267709249483169535023104388210863208028612041
0344   172000000   560   0 12:40:46.0   0.36794815389795739750380447250821661602316060005699363841996174287783056011557128647552901581765982779901291871183740826616009040909732365636397415865539681999661253632357501599107224533231736083695917120325265517792186756856578417281901854171240392422648065777455266015445721432915249340734101050693921426337306842436445508125282872486692466049535294838287580156489371956230718959383956019425464372171195629359505812397201773926872437118397810811585800008453070102641309586646399714540712129611712615
0345   172500000   560   0 12:50:06.0   0.36794805423738978893412691080300853175088899511631145782815187397236039032250100837177470436885941678787004127775908408412469416728149550649141737298942447871429221750094378332090415148068628568797081181129225829192009875532803203531638469411267141166960887263505649780927709751051606402226927910315756752440537251640754314258142995603506821819824283935806723670139397799286222642929234073444696221199154942635683223275700773409155010631998857764909930236077627093725024447575488243743865207147831692
0346   173000000   560   0 12:59:26.0   0.36794795500920282476664879822401870355472476112006193691143730821454936295264106481869966115459738036349638560933230077219172725794856261882313344166011280220871034705269391101617215053598931227639364300165337154202867427417985806226282402614136556724410319789553688908600345990692838776319344308847962546935566651084705789788682833166903929309143298728146504500674456823550039885101761350433775225057067284840865078545177897919690426302228394750338354459078352744833679489195173493807354291435497041
0347   173500000   560   0 13:08:46.0   0.36794785621027904396680310508904746443268224072181523289019886732504225103167296081960552051653772343079623309574645944474548209417197581294261826321178296160651370498601292282268745429759048196813903516837243846852306514537865241522153018441910073070222694458380925168930166610905400232058862674499181342357682807426940415101360535940355630660658305353741371974795219892698916285367351147320892282125779606893192269941596805214012240714105756031427689633261417652518404450479181704610099870463221227
0348   174000000   559   0 13:18:05.0   0.36794775783753236252639211640690545009433604657067868659812538798899014507002850102263670367744918972206609907429009035486242813020098146280105117193749898227746657558426354048924831316497151564005611006252392844364990831721379496334836385971192519089170385102563339626532262686915030016820154844193619192836724006283749200706778301166865716882623098551091377813470572624688176545079565544294079407892592311514448528314095405162655516554900447895236605001171127782502143044133522273672748269631710363
0349   174500000   560   0 13:27:25.0   0.3679476598879076685903866295881140813823129564928525391754064716415604589592916224921258166757864567650803294892753571599996396131756963750781173527671828898222302578767243118288098909882800302356810487214773220483430700191614619865130294662048909864888889838094694511354569682374722454917882382477484745072792516543035818942993102254163859453327329181247913230335644764162361134300973871628288690892830171358618828244620810717886656231757486239155412806604408947559215069003041266771253710707034549
0350   175000000   560   0 13:36:45.0   0.36794756235838042395068830819103921360004831121568913823244608306237269480707002231356515375095367261281460566657001731739483054943876181899549251518402020090303526478734384667512367657128141103208408708056155202701624123100635889277726171800720797722475752758314663615158365701183067160849352156678359735798288857865549306955548743153778219798732671094997302483900405901885115808298901681974939433006662974105585588584477913576322544305247592892827725896670890067938701162946159051562727744773488602
0351   175500000   560   0 13:46:05.0   0.36794746524595627178886228123812390222584408997155167046281619808015451069035777019288676326204656270817304565423245326045695402528872730933554212104932831299953321874314755793321543549564072227893910007221579469512344488620467001962494156472878263964171997343765427466883838334101919598509142377483153716947547001361329125443778287055586059083763988733135835849794517019393557358875279125233407545707675408437891347255815386774225116297232420324399130336385025444386444913969037066087418607139124056
0352   176000000   560   0 13:55:25.0   0.36794736854767065055236296182996191883297146562584604694442649928359483335716271593915705976749746540708644735242450504147212082960301127446069118225126114449088327979668494591736236693286991272294012317914029857568678311345573870524591666108467017031481878608758544886541548791417055752367269431490908736918189269121984810514839656920101013675550956957211922626496495144459457193688077078916933385746676325018173639946657335268425861504477850709742137584222532634039044413967618701445147100020626019
0353   176500000   560   0 14:04:45.0   0.36794727226058841385123131823911704799641027913156418243448163865085579764843321805973166563947810525643655767920285724330263163160794321185764983310402816169628127623250535530485737913357930228717381677516205418960549510525471456155342192030272969331271623448943500755919135622644926646328349578520980661440537975957574420302569837017640293016113947801208399007097137535104035643542916550434660823077886832260397561179253576915602341889802273251260066954321957723617116496759180256684252603786855629
0354   177000000   560   0 14:14:05.0   0.36794717638180345626463809349249686670566555459360088644339209447730666530260831838201056873340077418480883752790087032405546394079788775770656975557565358618129755377268019781879854794697352086342438218495151103022218064655143119378725913071220808466501948262161667060959531293641224948818944754320491021749548112712528696949175662953497578498508146574204998250277922262644866335020232040531641583423712685549587348054878097251438220937302037514726562198341426127473007373112321086443723972582992968
0355   177500000   560   0 14:23:25.0   0.36794708090843834494898631557225752788824805512458877355653112031642414377489778922917472410423803057366932231493316918990005777384414735967568702786054183793289407890627017661248457205355587639426802845097558427509903435093369164481550831316967360708585576906329278168306238890622586865084114118820810330153082544163399065861920162850511642590239793223042612157242799362732836235765895411517285858037936258942082658560887685016144554835253073265392710461838216774851818586682570851349051962129557878
0356   178000000   560   0 14:32:45.0   0.36794698583764395694156940306986553793951889419451710218199624150808481474342751582518825350818225930744933650745663030903079632787240335675851010403695062237728532346549480555996616841251990656737606361978788630231311033686232189085089102531033182600917034152491430503734981795429979896075369899132907344435333985215480796047885113031323335621893055267678336723908790612638058374776392712434684701658701275193758961833467854947295031547899867264333222609310493648614705340748625624678836968080402414
0357   178500000   560   0 14:42:05.0   0.36794689116659912205600973857622238503031013208113575759760740166038591552967736502650096833574591808151601489017201107131845179301161084610072089239928246778501790134446681997342259304747129368013322539659693459089502993774781237481041333002804322000196277763620954911435971953527285759728886732992735219492100044933221254434900357686295069005310405036432532758286503937114155343151573483600939666315497719404731589991019827280043505886350096942068727296226402291296605570135673597592798248340708153
0358   179000000   558   0 14:51:23.0   0.36794679689251027126787819876446092126919093538554620341028470709707630323819896377384309554401914359809024609398308776596264766433868998413094428436014080215887552021341479860817410528755741725752258786928119018350238277428305558231600299862366257275104273110945140793657970885616256022920211220740829456870988044272454024137711945407859159166982438374429878622762477767576716166340584135072474144738927108250330529434823888436300671770030227833427616002419858551172871316650008462479738987645576284
0359   179500000   556   0 15:00:39.0   0.36794670301261109049101919822474994408397827408819550564207193731563336176516929546086499123705447318651063000733508602301215505449772230736517143988873985158391750543310855980524886722518700338701912622895765988494793861188226074936160241925910403298525427125916068307076540210666533879164530556547097789066616497316866445557257012072118557041496089801858296270054597115876662267575375309130768162208899576086929644392074932244849656309218242671005886068108792490459556633770783045443503136212482387
0360   180000000   558   0 15:09:57.0   0.36794660952416217964717968491911845119680008160284012024492584801106110328573975203787375488524754088863020784376279858463040196203743654600275618323287583774948425607674238242318227481066892418660961037676697497187740702142760819275620197847019477018311423122794119522871007020884038260063840223984449690855980116815969237117796559558417825784245283507692122475935999457640982269827780129847190500807498028061022508822038074634359585608519663581177529073490202609728984205269626274632196256041975097
0361   180500000   556   0 15:19:13.0   0.36794651642445071693356554029386065736062994396834916279563437513698546237231966819873282103826734175484487419825749704115637745263324719032339882719678690902117664928795259693754963362224894950661072958305618678512162994373177651980420764261690559122195253892802237251571889118678651301791885717833433383165956168565581880495373094308298333770810947660857434311342388425115976342210476246037417311732076402408842124726406081984206572662707146992580876146083203077874488983516733994933133686203975035
0362   181000000   557   0 15:28:30.0   0.36794642371079012819492626991003767562707920273151106860596607254484861046657760684899945028765899179480919499915462272714745294869002222453842908116611340865288544604401627481523822269344685862931262740271868868311171140293613125328879979110360324755113521792596028147518777217689673558423073131781631125019054236654819109253451477110801316114168601156037287876751187854956280864876724557376829262694883946176650149555450172169511195075569530946386547649318657569744941410042676455089569534670946295
0363   181500000   556   0 15:37:46.0   0.36794633138051976130869996707528012610119848077413656703063412518692868814958671096715231873227372269445059278576241145132819035978208702039426013496085827437960331585836198259942999052783864076693868691866171662572175350233245843364906719645612031993983376227343772149251884816510490609910138661132557758059432273480573656317915343022722601076285409000373144226200225818505776875989351059708442217832914178387404789261394314955788924622598508912383631894359103157147247043370404190041203200637902781
0364   182000000   554   0 15:47:00.0   0.36794623943100456549363650255704386471821122960529403851350037714631254903506283227517086047462016393596506134919202664735369344584108953627395565479256810049186260356136681551072915541456052794292992100557320485863767434297681771172018999574150644238206403682454329481595327185311638251408284701547067727979366698098475336938771221657670273576277608482254794640286992571704984721998280751259033011014718709593515798725762339468734718026359992247400446186182317158601911186182122697146984474155544619
0365   182500000   555   0 15:56:15.0   0.36794614785963477545415891336555481445012972854558439690459792255351464240228109196874099955398784690095737049965070167558739053586496972056452553726632067927451208677967220477153017728712394574504202893077442361367848327698967109988263191414535495093252830592265355213057576503004846874257352069142708307310780805322959464079094212530936500811446195815211618851076015028803362041798798086172740067292740972005208488543117625997736093887165943667986685033629247464553937044015369302560889591797158778
0366   183000000   554   0 16:05:29.0   0.36794605666382560027452217440851588658426081714057924732543992657769327869553590991092417015134481736467117730242924885808699167133213704521430120622269322855634278566729995524603308399095098318864080202605817580896010659113865888691231260230199528747398708002537277082016402415348900918217726520067822161709142844020462179026381136689087656434792782967512557662620053535323107004023175696312415143157760126555101306708468592438085403662725523865243247039488797667664488182661381836196421287062296085
0367   183500000   555   0 16:14:44.0   0.36794596584101691697858604744965346174417426351993141545763246080163304047587052339276766623565909605437663634695088394186102002650045255218043141418492099370354785082965287589855937482689946161868405192094062106559532312697284619070179469652683745021047530585208054425041068959924636009346666322800525231418842048843452690359840210746103301347561646606298574357761469456901875793368813947511055473639453577411503896751353554453706557686785315640402506144121745287167713581754080354136120199998308898
0368   184000000   554   0 16:23:58.0   0.36794587538867296867273558949765549086467418887051312437613603016471463228967094143953247008983115467533922900206891252275991314767693751213395693597818728021119146450261020415708660316810539212162367665056490876989136586718941137558478941298992126419633277397096600350399778622989158152545584243922935340254917822332156504361267763672842097048394181878472124539696430294399112794637582529276549414399185234526796005750971517150678508878996741208575843431876255380068790310948287906095656647251722378
0369   184500000   554   0 16:33:12.0   0.36794578530428206719116021408463274494562258103295506575318818343232637792814269526346436111847521341878787100208062436691987779872501279548512775193873314204553066016188430134970848961444103730480834070981246481269280451270151058734293617832651430633119367970772123731240917952655731431378594327844235291350548307959294249321007846032762467186359442390300878788561430770461530058912095965360082267878633519208545817372069684017508357848954394057101428741502953933553713328097517915609350497014274319
0370   185000000   555   0 16:42:27.0   0.36794569558535630016434095071694711425345057670285600558482061994178549205137137571531905306678130314652435408523402511937894793096717561442691185090895676157803674945881454361318298090784567053905465720945873721713865729412248623138832259498644986936755605663663998108256959937017717115547435899163605456278711057950763842606652896539163832448374149184201009630498506660983802009821992507684264953810818967834560753429063430315254902151012797517254609523097813140984143536930784350661742767513965783
0371   185500000   554   0 16:51:41.0   0.36794560622943124243319672815041145138238723821084922224589922165449657109713766889974836639123413476348467797159422858802482072079495910914861575591808475978880073226333472650339804874174679400974958900596301118744688893766103944856845475562280635256435827506102404164147376252716055036566138907900740913721306369617093142064950104473935264201827210176845867724435340980817346424365099495923205484264120267987612589721293110419959884998777579511730226486504156064602619519895623557807646457438830456
0372   186000000   555   0 17:00:56.0   0.36794551723406567173290507620297199477234788415333083576668140239514643035517752686132027005748116408524095950215489545983178885891617301819690697802615762183039680335997493369949333413973540263312304378500530936016018414690162712923492374842533666625448118990467100509677630577794187053801801148651197088183740476337990911154497089764826588159754627076738412297174124258755166990956099321973817323931588821496593385578756959600712040978507039830443862380311120517538111584996881926342191675481230264
0373   186500000   554   0 17:10:10.0   0.36794542859684128857194153167073593939927748253108794745259721335031567065781404251228901847886044727961254610064848765296902452034513559957855778895168460520039194742136689344852345595823146523691523700521111548513579025479178895404983647002391661557291633118760804306465201976469627016298114702904520059451857178275614111788277165465374015547077409992865997260908923234259165327273523522349333191243252773331703346164373405160728049345513981466882032841239372994810391980018027273361443592528505678
0374   187000000   555   0 17:19:25.0   0.36794534031536244023337615344272544444018664312277931166493850533830181897126230863710020627494145415874564185293024961650259911035967827289658725697079135028118562678097587223385163862725205318900273331311727869940684535863856095431513202327626194243511973101841225442625950430530606971845564471142933108312194931155914434293319272643489306072008580251746316786420758507797934516673339090138873833260274095637291203586442126207670316707031675696695935501427089021715522844463506668050275451906612338
0375   187500000   555   0 17:28:40.0   0.36794525238725584882692578159103285540264985168691011380920210266694407575692821321077968768415143949041322256524866160720983907865184141994799123496140445660944117166221850293424629499059484625120742437455964102483287415904948136694396922018954047520866156697063142763768653599540629562472020246974006925791849878449398914234170015265315343399978501296647921451088321380284463966969640878570283015948069631174721764622351354979164799661039479848215531053315141857496091704824446034453191700455029518
0376   188000000   555   0 17:37:55.0   0.36794516481017034332168787188871302584222727375796088397863204502315975755101470041272391502248974413842833195202644097056894669997215714889348912549308478407348793212096432747661898568143590015028268137899399793879153343797084350286965649420131145859617426381221282731275571809390740129204676889057684068637977491995195090353575702391946578881237702862781532365979424106334466183471465996673973503348698071019091616408446428966534725770819725870606918864496635234109775272148582326967715047564310751
0377   188500000   554   0 17:47:09.0   0.36794507758177659549087673383985210486570693737621680472782464842083512066806676869591716193279418245392797136794353941131604162608682552037303126532327857690642435035636206529664098477003044812108738621482313755722856545956197844731196090220225490212015516773964242069565203160274010285846743359482706199077519142652727068328904055641996545175860744808515368492939742349707438563345336658169382785654063782867411056546325345908660441274755575789265444683557597904732926923904655644939832017063091589
0378   189000000   555   0 17:56:24.0   0.36794499069976685970124660670337014460769459105194380366066832261472141039205013241027114541067404474464077129799435643766632527959715540299353210751252671490976723471235199911957656250155349347726121987486059285160476994879498496523373892963598727684705060510216850483102843877571133304470005335954393073307880794080932229259928880564052064260233802387078258405095397892510751328186036101413689499908418809556835502625980360963502066015264382306561122310412489947092077882259926799400858556805763448
0379   189500000   555   0 18:05:39.0   0.36794490416185471648121901151233810479669949033019660574228012280409194055149845074690402401806650535126010203244737427026414752529375192857124897927905408748987613351139196109971886218853228106868448621218133871813561875822592306729314756500324114368704460802199477663306381528308306166606729619013365759650201349590890300534993498077588492282389416118690032474218480635227417130384603303491737982037051201120859066672417194980401087655831888622380558811319562429024003786969847892094495559806506957
0380   190000000   554   0 18:14:53.0   0.36794481796577481980303498332140756093351975317637822688041823309809075921053422144255912756242892496290818522040592467731028717660169673066724521949798033658701696066584865057764530806463659042249631037677388662503498682285593742574564146725145753765898872876434837206095253693905431566918841521215996620693313664467836631232021030498196084446879842873274751953728941738475797748536888460056902706402516599885427053256559833752120591882837087846909377893119374346686379380258744840904196533568961355
0381   190500000   554   0 18:24:07.0   0.36794473210928264801552686133081067345526521281868302014404409766593765451565704495552712366146398070504132767566240033769429645448796961614116980467279027362651068398456963839930169561516304076336354389171971137859890741554817149322392200739967751090442360461219833879767742111579278914184931838168485984605625007601585031544200944529751367514438459157278436750079040664896735766270113485893163502481597633946199488884276515189719508970123518583423657076258763476040735224138095841899057608133597132
0382   191000000   555   0 18:33:22.0   0.36794464659015425836535001913372130723917481268708270021353816973436700915499196391148075113603996148854747353288936518494324450291000130227519157452975327829635263961340439678663616787914628388210059730731450095537360403657655386031932448464174384206557556936411360270781765906842303345355237941915382248257769133180942827894419939250531137773804747781037148615674920444796453893868267444238566504595745910218645044311963000266789103960508281538610806097546088724232816586586858910959210770971570206
0383   191500000   554   0 18:42:36.0   0.36794456140618604504573295725024955745224698821058669504455791817656066474947042153728828455035946123129794913282482475919631758295630258392828831958607032890560273482649532636399156781410169476398553275975218676376010371517491407479543523388579031678622737084909406805942266355033675021401116767283663698148424395239403601453750669915759041751646584543738552073992214764412901450390611771578623405281847253466404413609945731989870938698455881357448649780038321636186054766613014492634270971772254376
0384   192000000   555   0 18:51:51.0   0.36794447655519450071299524021510133378909881000822365313682859467043722583146859219446994140362453570914662925266367877221663403179714858620180499332373086797737142011890333859408076188621192852320244881409111836337143875695019050131566552584993823123498215082466667764420066993609282525342614134110334611060596446358700047556237587732496357912674269968533988802257642773713152896873059479716356925956440835594556423113702572829380443872960120295856323089094396017055662766069274235518436436360423387
0385   192500000   554   0 19:01:05.0   0.36794439203501598141224750695543477224736174685509488499011373760946646328845637985088022250617572569272620866597760200392024025078135571663513308869215218897463674229564706251038708969287460484251535183109566592935660153185791881182977859616130922027982405660590265208628842577124418989844488867602137580356960635536910611933247977916777985399979984720469829918967848262390963832447651609273116362415678290292335201758557496449221642912300203416066084593279634415215078657462001123954448839538599946
0386   193000000   555   0 19:10:20.0   0.36794430784350647485482686407569691157113566262479963822366178080236038861258425994291718544320113723626236011335182182006169503244351722787783414817945387912186315755277286380807450272389432120779816583799142843409225551291506611471461518483342340302782227045675798311920745573337681305819190823034401990288599701490467165970659294903648044589306255686980484600336399802479776987729262193462340370928178605879259135881334992641497035749824534635108043510347079227248734738083515434455591600387757158
0387   193500000   554   0 19:19:34.0   0.3679442239785413719911350174079918875961820881608538977391417030896612948665260542244402468044519882912090804821534404675943302069603320592999134443757915344679993863559167818447672373722063340557704995509436168389588413799426077597919251105962723159821620352171613431650714743536232449295334828382995434603209347409093647048516623761173702437172578288853928219033323686737870062051362595666641859993649055146847159288772360806408552495405833943107833483398051207085314311846453756447081439544605646
0388   194000000   554   0 19:28:48.0   0.3679441404380152418236361211681570882802147470584487131457235844615560231908631841784193334008870342213215403295782354234556499269760949607935468630909861192756238380092272603267067599806087015756847012293697368505563026708113594918532695083135994234220302848674314727474431224434371510535814231552666226983538892746038078909606385476218466095950677992345104251622415541089491238016166462057372858250940112078153203959476958570712788363596069505970960237693844663899244546952388816420011293477140904
0389   194500000   555   0 19:38:03.0   0.36794405721984160940583712309016787522739728145971106890037825805553669156568026037472228004469968042251809507265473275788718887833913898974950243370270406968129837559859481419446339054673888120811941338792619255330323642942169599804415880436298003896364606623199322813497533284580757005737688921870313964887645811227212198113313645599966531010327246112436824114286511445202808874232754767457838852306841009651073954155555995716665211886711119322552097382704145793227031886575594026795179525339615528
0390   195000000   554   0 19:47:17.0   0.36794397432195273697411593872718241777411520337188849934237595396677750886945803051670901297491619400781994281741553409307861985616399776697016061363080856009354450267913205746030217666848893460163860789856407952465033690336832678658569968221024131202506326038413613811696055629808747774076763990280143435629028784890256329342956230298031545561767396932862755282032399813671777699856583039962420659025591726065393165286818252031348481206004708088796262616378270061916966672554105911753214054522143466
0391   195500000   555   0 19:56:32.0   0.36794389174229940816028266383357745107324913520033814245248340767501652073284804353658897683139758095567251859426717540739318455691055879030730550912488741859098752419192426168276267393228662146934406111807476031474561363056322422424871106458703196775727151100054545582508805487398281222553142057249839543677410149380175411126596032196222774127940879514505058961697703671878299839281617011439433909002740736156253103266725634533026958257297576676340053094034428908274342267713575834334648504809902983
0392   196000000   554   0 20:05:46.0   0.36794380947885071523375678035859681878864408000441070629918086121312466315704522467446434274073367747519868963057972218989629648588780685831802217519707101672028890643004115271461132239924318330687860971536711156255680615395530767947658105931966110258511394539413343338053962793452126399049590868245242247903854084378447866317285733422426614574135064336035673920430785259049431315088837775069368979479389285884770156229179959685311254364044892999323485939926953631462632125377117275657826682091044219
